home_club_id,home_club_position,home_club_goals,home_club_manager_name,home_club_name,game_id
1123,20,1,Dean Smith,Norwich City,3592147
11,4,2,Mikel Arteta,Arsenal FC,3592158
11,5,5,Mikel Arteta,Arsenal FC,3592161
631,3,1,Thomas Tuchel,Chelsea FC,3592179
31,2,2,JÃ¼rgen Klopp,Liverpool FC,3592222
31,2,2,JÃ¼rgen Klopp,Liverpool FC,3592264
610,2,5,Erik ten Hag,Ajax Amsterdam,3597828
317,8,1,Ron Jans,Twente Enschede FC,3597866
1435,9,4,Kees van Wonderen,Go Ahead Eagles,3597869
234,2,5,Arne Slot,Feyenoord Rotterdam,3597917
1435,10,1,Kees van Wonderen,Go Ahead Eagles,3597920
403,15,0,Fred Grim,Willem II Tilburg,3597952
306,11,2,Ole Tobiasen,SC Heerenveen,3597972
202,8,0,Danny Buijs,FC Groningen,3597994
610,1,5,Erik ten Hag,Ajax Amsterdam,3598013
1090,4,3,Pascal Jansen,AZ Alkmaar,3598020
385,15,1,Sjors Ultee,Fortuna Sittard,3598029
468,17,1,Maurice Steijn,Sparta Rotterdam,3598082
2727,8,1,Marc Brys,Oud-Heverlee Leuven,3598095
2282,2,3,Philippe Clement,Club Brugge KV,3598146
3948,5,1,Felice MazzÃ¹,Royale Union Saint Gilloise,3598186
354,5,2,Wouter Vrancken,KV Mechelen,3598216
2861,13,1,Alexander Blessin,KV Oostende,3598235
520,17,3,Yves Vanderhaeghe,Cercle Brugge,3598240
2861,15,0,Alexander Blessin,KV Oostende,3598253
2727,10,5,,Oud-Heverlee Leuven,3598295
3508,15,3,Timmy Simons,SV Zulte Waregem,3598304
41274,18,0,Greg Vanderidt,Beerschot V.A.,3598306
1184,8,5,Bernd Storck,KRC Genk,3598335
3948,1,2,Felice MazzÃ¹,Royale Union Saint Gilloise,3598365
16239,4,1,Oleksandr Ryabokon,Desna Chernigiv,3602232
1083,15,1,Yuri Semin,FK Rostov,3602431
3725,9,2,Andrey Talalaev,Akhmat Grozny,3602434
41231,4,0,Vladimir Fedotov,FC Sochi,3602465
2410,6,0,Aleksey Berezutski,CSKA Moscow,3602479
28095,13,1,Aleksey Stukalov,FK Ufa,3602508
232,9,1,Rui VitÃ³ria,Spartak Moscow,3602510
3725,10,3,Andrey Talalaev,Akhmat Grozny,3602514
2410,6,0,Aleksey Berezutski,CSKA Moscow,3602522
2410,6,0,Aleksey Berezutski,CSKA Moscow,3602526
121,2,1,Sandro Schwarz,Dynamo Moscow,3602546
2410,4,1,Aleksey Berezutski,CSKA Moscow,3602562
41231,5,0,Vladimir Fedotov,FC Sochi,3602587
964,1,3,Sergey Semak,Zenit St. Petersburg,3602614
465,8,1,Jim Goodwin,St. Mirren FC,3603063
370,7,0,Stephen Glass,Aberdeen FC,3603065
2578,8,0,Callum Davidson,St. Johnstone FC,3603076
903,5,2,Shaun Maloney,Hibernian FC,3603103
511,11,0,James McPake,Dundee FC,3603155
465,8,1,Jim Goodwin,St. Mirren FC,3603166
371,1,4,Ange Postecoglou,Celtic FC,3603168
940,16,1,Eduardo Coudet,Celta de Vigo,3605040
331,14,0,Jagoba Arrasate,CA Osasuna,3605056
2687,15,0,Ãlvaro Cervera,CÃ¡diz CF,3605298
1050,5,2,Unai Emery,Villarreal CF,3605302
16795,14,1,Robert Moreno,Granada CF,3607525
714,12,2,Vicente Moreno,RCD Espanyol Barcelona,3607546
2687,18,1,Ãlvaro Cervera,CÃ¡diz CF,3607565
3368,20,2,Alessio Lisci,Levante UD,3607622
13,5,2,Diego Simeone,AtlÃ©tico de Madrid,3610370
621,8,3,Marcelino,Athletic Bilbao,3610401
3368,20,1,Alessio Lisci,Levante UD,3610436
331,10,3,Jagoba Arrasate,CA Osasuna,3610563
1050,7,1,Unai Emery,Villarreal CF,3611447
3709,15,1,Quique SÃ¡nchez Flores,Getafe CF,3611453
621,8,2,Marcelino,Athletic Bilbao,3611470
126,17,0,BÃ¼lent Uygun,Caykur Rizespor,3612852
11282,11,1,BÃ¼lent Korkmaz,Alanyaspor,3612867
2381,17,1,Riza Calimbay,Sivasspor,3612878
3205,9,3,Hikmet Karaman,Kayserispor,3612888
449,2,1,Abdullah Avci,Trabzonspor,3612896
3205,11,1,Hikmet Karaman,Kayserispor,3612908
3205,11,2,Hikmet Karaman,Kayserispor,3612938
589,13,2,Nuri Sahin,Antalyaspor,3612987
141,12,4,DomÃ¨nec Torrent,Galatasaray,3613102
3840,7,2,Vincenzo Montella,Adana Demirspor,3613118
1467,19,1,Serdar Sabuncu,GÃ¶ztepe,3613182
589,8,3,Nuri Sahin,Antalyaspor,3613190
589,7,1,Nuri Sahin,Antalyaspor,3613205
430,6,1,Vincenzo Italiano,ACF Fiorentina,3614564
46,3,2,Simone Inzaghi,Inter Milan,3614575
1390,20,1,Walter Mazzarri,Cagliari Calcio,3614585
398,6,1,Maurizio Sarri,SS Lazio,3614619
1390,19,1,Walter Mazzarri,Cagliari Calcio,3614667
5,1,2,Stefano Pioli,AC Milan,3614692
12,8,0,JosÃ© Mourinho,AS Roma,3614694
380,18,0,Stefano Colantuono,US Salernitana 1919,3614744
800,6,1,Gian Piero Gasperini,Atalanta BC,3614828
416,11,0,Ivan Juric,Torino FC,3614846
607,20,1,Paolo Zanetti,Venezia FC,3614877
416,10,0,Ivan Juric,Torino FC,3614916
2431,,2,Rui Santos,CF Estrela Amadora SAD,3616776
979,10,1,JoÃ£o Henriques,Moreirense FC,3621351
2423,17,0,Nuno Campos,CD Santa Clara,3621430
3329,16,0,Rui Pedro Silva,FC FamalicÃ£o,3621502
979,16,4,Ricardo SÃ¡ Pinto,Moreirense FC,3621628
2741,,4,Sergey Ignashevich,Baltika Kaliningrad,3646617
683,7,0,Pedro Martins,Olympiacos Piraeus,3650366
265,1,4,Ivan Jovanovic,Panathinaikos Athens,3650368
583,,3,Mauricio Pochettino,Paris Saint-Germain,3651078
27,,5,Julian Nagelsmann,Bayern Munich,3651094
6195,,2,Luciano Spalletti,SSC Napoli,3651686
1096,,0,Brian Priske,Royal Antwerp FC,3651687
379,,3,David Moyes,West Ham United,3651948
4482,,5,Albert Shakhov,Volyn Lutsk,3654451
3999,12,2,Michalis Grigoriou,PAS Lamia 1964,3661867
3060,13,1,Georgios Paraschos,Atromitos Athens,3661872
63007,,0,Yuriy Bakalov,LNZ Cherkasy,3668175
2441,2,2,Argirios Giannikis,AEK Athens,3673468
2671,6,3,Iraklis Metaxas,PAS Giannina,3673480
605,4,0,Apostolos Mantzios,Aris Thessaloniki,3673491
265,7,2,Ivan Jovanovic,Panathinaikos Athens,3673526
2441,2,1,Argirios Giannikis,AEK Athens,3673545
653,6,1,Nikolaos Nioplias,OFI Crete FC,3673557
36,,1,VÃ­tor Pereira,Fenerbahce,3683257
244,,1,Jorge Sampaoli,Olympique Marseille,3683258
2441,,4,Argirios Giannikis,AEK Athens,3700968
30120,,1,Nikolaos Koustas,AE Kifisias,3700976
232,,2,Rui VitÃ³ria,Spartak Moscow,3710372
964,,2,Sergey Semak,Zenit St. Petersburg,3714016
5,,3,Stefano Pioli,AC Milan,3715877
2448,,2,David Gallego,Sporting GijÃ³n,3716586
6418,,2,Giannis Anastasiou,Panetolikos GFS,3722202
2441,3,3,Argirios Giannikis,AEK Athens,3731380
46,,3,Simone Inzaghi,Inter Milan,3749763
23826,,1,Domenico Tedesco,RB Leipzig,3796543
24,,6,Oliver Glasner,Eintracht Frankfurt,3813154
173,12,1,Andreas Alm,Odense Boldklub,3828427
1053,10,2,Lars Friis,Aalborg BK,3828442
865,8,0,Henrik Jensen,FC Midtjylland,3828445
678,5,3,Uwe RÃ¶sler,Aarhus GF,3828471
1053,11,1,Erik HamrÃ©n,Aalborg BK,3828504
5724,6,0,Thomas Thomasberg,Randers FC,3828511
173,8,2,Andreas Alm,Odense Boldklub,3828535
133,10,0,Henk de Jong,SC Cambuur Leeuwarden,3837394
399,6,2,Jesse Marsch,Leeds United,3837819
338,,0,Mircea Lucescu,Dynamo Kyiv,3837939
985,5,3,Erik ten Hag,Manchester United,3837977
1003,20,1,Adam Sadler,Leicester City,3837993
1148,10,0,Thomas Frank,Brentford FC,3838052
1003,18,0,Brendan Rodgers,Leicester City,3838210
31,9,1,JÃ¼rgen Klopp,Liverpool FC,3838211
631,10,0,Graham Potter,Chelsea FC,3838275
180,20,0,Nathan Jones,Southampton FC,3838281
631,12,1,Frank Lampard,Chelsea FC,3838596
543,13,1,Julen Lopetegui,Wolverhampton Wanderers,3838629
180,20,0,RubÃ©n SellÃ©s,Southampton FC,3838650
762,3,2,Eddie Howe,Newcastle United,3838703
1148,8,1,Thomas Frank,Brentford FC,3838713
985,4,2,Erik ten Hag,Manchester United,3838776
762,3,1,Eddie Howe,Newcastle United,3838780
379,16,2,David Moyes,West Ham United,3838783
80,12,1,Thomas Reis,VfL Bochum,3839031
60,3,1,Christian Streich,SC Freiburg,3839098
89,1,2,Urs Fischer,1.FC Union Berlin,3839134
39,6,5,Bo Svensson,1.FSV Mainz 05,3839198
39,10,0,Bo Svensson,1.FSV Mainz 05,3839234
24,4,4,Oliver Glasner,Eintracht Frankfurt,3839253
39,12,1,Bo Svensson,1.FSV Mainz 05,3839297
16,3,5,Edin Terzic,Borussia Dortmund,3839330
27,1,3,Julian Nagelsmann,Bayern Munich,3839348
89,3,0,Urs Fischer,1.FC Union Berlin,3839395
167,13,2,Enrico MaaÃŸen,FC Augsburg,3839400
89,3,2,Urs Fischer,1.FC Union Berlin,3839431
82,9,2,Niko Kovac,VfL Wolfsburg,3839453
39,8,2,Bo Svensson,1.FSV Mainz 05,3839468
533,14,1,Pellegrino Matarazzo,TSG 1899 Hoffenheim,3839505
33,17,2,Thomas Reis,FC Schalke 04,3839518
33,17,2,Thomas Reis,FC Schalke 04,3839571
724,16,2,Wim Jonk,FC Volendam,3839698
273,17,0,Bruno GÃ©nÃ©sio,Stade Rennais FC,3839736
1147,16,0,Olivier Pantaloni,AC Ajaccio,3839774
1095,11,1,Bruno Irles,ESTAC Troyes,3840016
995,15,0,Antoine KombouarÃ©,FC Nantes,3840029
1041,6,0,Peter Bosz,Olympique Lyon,3840033
1147,20,1,Olivier Pantaloni,AC Ajaccio,3840039
1095,11,2,Bruno Irles,ESTAC Troyes,3840048
1421,15,0,Ã“scar GarcÃ­a,Stade Reims,3840058
969,13,1,Romain Pitau,Montpellier HSC,3840073
244,5,0,Igor Tudor,Olympique Marseille,3840075
3524,10,1,Pascal Gastien,Clermont Foot 63,3840091
1421,10,3,Will Still,Stade Reims,3840117
826,2,3,Franck Haise,RC Lens,3840125
417,10,6,Didier Digard,OGC Nice,3840134
162,4,3,Philippe Clement,AS Monaco,3840159
1420,20,1,Abdel Bouhazama,Angers SCO,3840180
1041,9,2,Laurent Blanc,Olympique Lyon,3840186
1147,17,2,Olivier Pantaloni,AC Ajaccio,3840199
969,13,5,Michel Der Zakarian,Montpellier HSC,3840209
1041,7,3,Laurent Blanc,Olympique Lyon,3840262
583,1,3,Christophe Galtier,Paris Saint-Germain,3840271
3524,8,2,Pascal Gastien,Clermont Foot 63,3840416
290,16,1,Christophe PÃ©lissier,AJ Auxerre,3840426
1082,5,2,Paulo Fonseca,LOSC Lille,3840429
1186,15,1,Aleksandr Borodyuk,Torpedo Moscow,3842703
1038,17,0,Marco Giampaolo,UC Sampdoria,3844744
1038,16,0,Marco Giampaolo,UC Sampdoria,3844752
276,15,0,Gabriele Cioffi,Hellas Verona,3844758
416,5,1,Ivan Juric,Torino FC,3844784
430,9,2,Vincenzo Italiano,ACF Fiorentina,3844798
380,15,0,Davide Nicola,US Salernitana 1919,3844923
380,16,3,Paulo Sousa,US Salernitana 1919,3844974
12,4,1,JosÃ© Mourinho,AS Roma,3844981
506,6,4,Massimiliano Allegri,Juventus FC,3844990
416,10,0,Ivan Juric,Torino FC,3845004
46,5,0,Simone Inzaghi,Inter Milan,3845009
6195,1,0,Luciano Spalletti,SSC Napoli,3845031
6195,1,1,Luciano Spalletti,SSC Napoli,3845071
800,5,3,Gian Piero Gasperini,Atalanta BC,3845086
410,12,0,Andrea Sottil,Udinese Calcio,3845095
41231,3,2,Vadim Garanin,FC Sochi,3845644
1096,1,4,Mark van Bommel,Royal Antwerp FC,3851073
3948,4,2,Karel Geraerts,Royale Union Saint Gilloise,3851168
3948,6,2,Karel Geraerts,Royale Union Saint Gilloise,3851207
157,5,2,Hein Vanhaezebrouck,KAA Gent,3851263
1184,1,3,Wouter Vrancken,KRC Genk,3851301
354,13,1,Steven Defour,KV Mechelen,3851358
1435,13,0,RenÃ© Hake,Go Ahead Eagles,3852579
1090,4,2,Pascal Jansen,AZ Alkmaar,3852602
317,4,1,Ron Jans,Twente Enschede FC,3852612
499,15,0,Phillip Cocu,Vitesse Arnhem,3852618
202,18,0,Dennis van der Ree,FC Groningen,3852662
798,15,1,Marinus Dijkhuizen,Excelsior Rotterdam,3852710
385,12,0,Julio VelÃ¡zquez,Fortuna Sittard,3852721
798,16,0,Marinus Dijkhuizen,Excelsior Rotterdam,3852737
1090,4,0,Pascal Jansen,AZ Alkmaar,3852746
798,15,2,Marinus Dijkhuizen,Excelsior Rotterdam,3852755
589,11,0,Nuri Sahin,Antalyaspor,3860235
589,14,0,Nuri Sahin,Antalyaspor,3860244
589,16,1,Nuri Sahin,Antalyaspor,3860253
36,1,1,Jorge Jesus,Fenerbahce,3860286
924,18,2,Fatih Tekke,Istanbulspor,3860379
449,6,2,Abdullah Avci,Trabzonspor,3860406
141,1,3,Okan Buruk,Galatasaray,3860430
11688,16,2,Hakan Keles,Giresunspor,3860447
6890,5,1,Emre BelÃ¶zoglu,Basaksehir FK,3860452
2293,9,1,Aleksandar Stanojevic,Konyaspor,3860473
2832,14,0,,Gaziantep FK,3860502
36,2,2,Jorge Jesus,Fenerbahce,3860523
294,1,4,Roger Schmidt,SL Benfica,3869103
2425,10,1,LuÃ­s Freire,Rio Ave FC,3869119
2425,11,1,LuÃ­s Freire,Rio Ave FC,3869238
6912,7,1,Tulipa,FC Vizela,3869240
2425,9,0,LuÃ­s Freire,Rio Ave FC,3869284
2687,20,0,Sergio,CÃ¡diz CF,3885850
1049,10,5,Gennaro Gattuso,Valencia CF,3885861
940,11,1,Eduardo Coudet,Celta de Vigo,3886290
2687,20,0,Sergio,CÃ¡diz CF,3886297
3709,17,2,Quique SÃ¡nchez Flores,Getafe CF,3886334
131,1,1,Xavi,FC Barcelona,3886464
1050,8,0,Quique SetiÃ©n,Villarreal CF,3886536
13,3,1,Diego Simeone,AtlÃ©tico de Madrid,3886601
714,19,0,Luis GarcÃ­a,RCD Espanyol Barcelona,3886637
3709,18,1,Pepe BordalÃ¡s,Getafe CF,3886667
940,13,1,Carlos Carvalhal,Celta de Vigo,3886671
3999,14,0,Gianluca Festa,PAS Lamia 1964,3888993
6418,8,3,Giannis Anastasiou,Panetolikos GFS,3888998
653,11,1,Nikolaos Nioplias,OFI Crete FC,3889011
6418,7,0,Giannis Anastasiou,Panetolikos GFS,3889048
2672,12,0,Jasminko Velic,APO Levadiakos,3889069
2671,10,0,Athanasios Staikos,PAS Giannina,3889111
265,2,2,Ivan Jovanovic,Panathinaikos Athens,3889131
3060,7,1,Chris Coleman,Atromitos Athens,3889142
232,4,1,Guillermo Abascal,Spartak Moscow,3889542
49702,9,0,Mikhail Galaktionov,FC Pari Nizhniy Novgorod,3889556
371,1,4,Ange Postecoglou,Celtic FC,3890065
2578,9,0,Callum Davidson,St. Johnstone FC,3890081
465,6,0,Stephen Robinson,St. Mirren FC,3890094
465,6,3,Stephen Robinson,St. Mirren FC,3890130
124,2,2,Michael Beale,Rangers FC,3890152
2759,10,4,Malky Mackay,Ross County FC,3890159
2578,9,0,Callum Davidson,St. Johnstone FC,3890214
430,,2,Vincenzo Italiano,ACF Fiorentina,3901612
18303,9,1,Yuriy Gura,FK Oleksandriya,3902074
338,7,1,Mircea Lucescu,Dynamo Kyiv,3902083
1123,,5,Dean Smith,Norwich City,3903139
2696,,2,Igor Osinjkin,Krylya Sovetov Samara,3909915
1124,,1,Dmitriy Pyatibratov,Fakel Voronezh,3909930
41231,,1,Vadim Garanin,FC Sochi,3909949
55686,9,2,Valeriy Kryventsov,Metalist 1925 Kharkiv,3909965
543,,1,Steve Davis,Wolverhampton Wanderers,3911709
60,,1,Christian Streich,SC Freiburg,3912612
31,,2,JÃ¼rgen Klopp,Liverpool FC,3913722
506,,1,Massimiliano Allegri,Juventus FC,3913752
964,1,3,Sergey Semak,Zenit St. Petersburg,3925892
14589,7,2,Marcel Licka,FK Orenburg,3925901
932,14,1,Andrey Fedorov,Lokomotiv Moscow,3925944
964,1,7,Sergey Semak,Zenit St. Petersburg,3925949
121,5,6,Slavisa Jokanovic,Dynamo Moscow,3925961
3719,15,2,Spartak Gogniev,FK Khimki,3925968
2696,11,1,Igor Osinjkin,Krylya Sovetov Samara,3925978
932,14,1,Andrey Fedorov,Lokomotiv Moscow,3925980
4603,,1,Panagiotis Goutsidis,AE Larisa,3942785
660,1,2,Igor Jovicevic,Shakhtar Donetsk,3944836
583,,0,Christophe Galtier,Paris Saint-Germain,3956699
5817,,0,Thomas NÃ¶rgaard,SÃ¶nderjyskE,3959394
281,,3,Pep Guardiola,Manchester City,3959873
762,,1,Eddie Howe,Newcastle United,3959876
2431,,2,SÃ©rgio Vieira,CF Estrela Amadora SAD,3963003
232,2,3,Guillermo Abascal,Spartak Moscow,3999362
2410,4,4,Vladimir Fedotov,CSKA Moscow,3999366
932,11,3,Mikhail Galaktionov,Lokomotiv Moscow,3999371
23826,,2,Marco Rose,RB Leipzig,4027697
55686,10,0,Edmar Galovskyi,Metalist 1925 Kharkiv,4050046
26459,13,1,Yuriy Virt,NK Veres Rivne,4050052
11127,12,1,Viktor Goncharenko,Ural Yekaterinburg,4055283
48726,14,1,Vitaliy Ponomarev,Rukh Lviv,4056029
10690,3,1,Patrick van Leeuwen,Zorya Lugansk,4056035
49702,13,2,Sergey Yuran,FC Pari Nizhniy Novgorod,4056159
121,7,0,Slavisa Jokanovic,Dynamo Moscow,4056338
1083,3,0,Valeriy Karpin,FK Rostov,4056348
11127,11,2,Viktor Goncharenko,Ural Yekaterinburg,4056354
41231,9,1,Dmitriy Khokhlov,FC Sochi,4056360
121,7,2,Pavel Alpatov,Dynamo Moscow,4056375
1083,4,3,Valeriy Karpin,FK Rostov,4056377
2410,2,4,Vladimir Fedotov,CSKA Moscow,4056381
49364,11,0,Sergiy Kovalets,Ingulets Petrove,4062341
55686,9,2,Edmar Galovskyi,Metalist 1925 Kharkiv,4066660
968,16,0,Jonas De Roeck,KVC Westerlo,4098955
6912,14,1,Pablo Villar,FC Vizela,4109353
1108,17,0,Luis GarcÃ­a,Deportivo AlavÃ©s,4112973
16795,19,2,Paco LÃ³pez,Granada CF,4113061
2759,6,1,Malky Mackay,Ross County FC,4120876
465,2,1,Stephen Robinson,St. Mirren FC,4120883
6890,20,0,Emre BelÃ¶zoglu,Basaksehir FK,4126826
2698,,0,Rashid Rakhimov,Rubin Kazan,4126944
11127,,4,Viktor Goncharenko,Ural Yekaterinburg,4126959
1124,,5,Sergey Tashuev,Fakel Voronezh,4126965
3840,3,3,Patrick Kluivert,Adana Demirspor,4129457
924,19,1,Olcay Demir,Istanbulspor,4129474
6890,15,2,Cagdas Atan,Basaksehir FK,4129488
3999,7,2,Leonidas Vokolos,PAS Lamia 1964,4150493
683,1,4,Diego MartÃ­nez,Olympiacos Piraeus,4150503
5817,,0,Thomas NÃ¶rgaard,SÃ¶nderjyskE,4157253
903,,0,Lee Johnson,Hibernian FC,4162619
2410,7,1,Vladimir Fedotov,CSKA Moscow,4167382
683,,2,Diego MartÃ­nez,Olympiacos Piraeus,4172065
2441,,1,MatÃ­as Almeyda,AEK Athens,4172082
232,6,1,Guillermo Abascal,Spartak Moscow,4182474
2578,,1,Steve Lomas,St. Johnstone FC,2222361
65,18,0,Mike BÃ¼skens,SpVgg Greuther FÃ¼rth,2222543
964,1,2,Luciano Spalletti,Zenit St. Petersburg,2222588
2696,8,1,Andrey Kobelev,Krylya Sovetov Samara,2222592
964,1,2,Luciano Spalletti,Zenit St. Petersburg,2222607
4128,10,2,Rustem Khuzin,Amkar Perm,2222621
2439,9,2,Dan Petrescu,Kuban Krasnodar (-2018),2222629
12438,15,1,Gadzhi Gadzhiev,Volga Nizhniy Novgorod (- 2016),2222634
1083,15,1,Miodrag Bozovic,FK Rostov,2222636
2696,11,2,Andrey Kobelev,Krylya Sovetov Samara,2222642
2439,8,2,Yuriy Krasnozhan,Kuban Krasnodar (-2018),2222648
12438,13,1,Gadzhi Gadzhiev,Volga Nizhniy Novgorod (- 2016),2222729
4128,12,2,Rustem Khuzin,Amkar Perm,2222770
3725,8,4,Stanislav Cherchesov,Akhmat Grozny,2222774
2410,1,2,Leonid Slutski,CSKA Moscow,2222779
2698,4,2,Kurban Berdyev,Rubin Kazan,2222811
660,1,1,Mircea Lucescu,Shakhtar Donetsk,2222974
6996,13,1,Oleksandr Sevidov,Goverla Uzhgorod (- 2016),2222977
6993,8,0,Mykola Pavlov,FK Mariupol,2222980
6996,15,2,Oleksandr Sevidov,Goverla Uzhgorod (- 2016),2223034
4482,9,1,Anatoliy Demyanenko,Volyn Lutsk,2223053
2783,6,0,Yuriy Maksymov,Metalurg Donetsk (- 2015),2223055
3592,12,1,Oleg Taran,Kryvbas Kryvyi Rig,2223067
4482,5,2,Anatoliy Demyanenko,Volyn Lutsk,2223095
6414,2,2,Myron Markevych,Metalist Kharkiv (- 2016),2223145
660,1,1,Mircea Lucescu,Shakhtar Donetsk,2223189
1082,12,1,Rudi Garcia,LOSC Lille,2223845
244,1,2,Ã‰lie Baup,Olympique Marseille,2223858
1159,20,0,Jean Fernandez,AS Nancy-Lorraine,2223899
1095,19,1,Jean-Marc Furlan,ESTAC Troyes,2223914
1158,11,0,Christian Gourcuff,FC Lorient,2223931
1158,10,2,Christian Gourcuff,FC Lorient,2223939
969,12,1,RenÃ© Girard,Montpellier HSC,2223952
1147,13,2,Alex Dupont,AC Ajaccio,2223972
1095,19,3,Jean-Marc Furlan,ESTAC Troyes,2223989
244,3,0,Ã‰lie Baup,Olympique Marseille,2224038
14171,17,1,Pascal Dupraz,Thonon Ã‰vian Grand GenÃ¨ve FC,2224042
595,13,1,FrÃ©dÃ©ric Hantz,SC Bastia,2224148
583,1,3,Carlo Ancelotti,Paris Saint-Germain,2224150
1147,15,1,Albert Emon,AC Ajaccio,2224157
618,4,4,Christophe Galtier,AS Saint-Ã‰tienne,2224161
1082,5,5,Rudi Garcia,LOSC Lille,2224169
1082,6,1,Rudi Garcia,LOSC Lille,2224189
865,8,1,Glen Riddersholm,FC Midtjylland,2224544
1177,11,0,Keld Bordinggaard,Silkeborg IF,2224576
678,8,3,Peter SÃ¶rensen,Aarhus GF,2224580
5724,5,3,Colin Todd,Randers FC,2224604
5724,5,0,Colin Todd,Randers FC,2224630
5817,9,2,Lars SÃ¶ndergaard,SÃ¶nderjyskE,2224637
190,1,0,Ariel Jacobs,FC Copenhagen,2224674
678,6,0,Peter SÃ¶rensen,Aarhus GF,2224703
5817,10,0,Lars SÃ¶ndergaard,SÃ¶nderjyskE,2224704
3426,8,2,Jess Thorup,Esbjerg fB,2224730
58,1,5,John van den Brom,RSC Anderlecht,2224771
1411,9,0,Enzo Scifo,RAEC Mons (- 2015),2224883
29,2,3,David Moyes,Everton FC,2225477
281,3,3,Roberto Mancini,Manchester City,2225492
1032,18,0,Brian McDermott,Reading FC,2225530
2288,11,1,Michael Laudrup,Swansea City,2225538
1071,15,1,Roberto MartÃ­nez,Wigan Athletic,2225542
281,1,5,Roberto Mancini,Manchester City,2225544
984,7,2,Steve Clarke,West Bromwich Albion,2225697
1071,17,1,Roberto MartÃ­nez,Wigan Athletic,2225738
2759,11,3,Derek Adams,Ross County FC,2227451
1519,6,0,Peter Houston,Dundee United FC,2227484
903,4,1,Pat Fenlon,Hibernian FC,2227498
371,1,1,Neil Lennon,Celtic FC,2227530
903,2,2,Pat Fenlon,Hibernian FC,2227534
2578,4,1,Steve Lomas,St. Johnstone FC,2227543
2578,5,2,Steve Lomas,St. Johnstone FC,2227562
2451,2,3,Terry Butcher,Inverness Caledonian Thistle FC,2227585
984,3,3,Steve Clarke,West Bromwich Albion,2230149
24,2,3,Armin Veh,Eintracht Frankfurt,2231403
60,11,3,Christian Streich,SC Freiburg,2231434
167,18,1,Markus Weinzierl,FC Augsburg,2231468
60,12,0,Christian Streich,SC Freiburg,2231488
4,15,0,Dieter Hecking,1.FC Nuremberg,2231512
27,1,4,Jupp Heynckes,Bayern Munich,2231546
42,10,2,Mirko Slomka,Hannover 96,2231564
33,9,2,Jens Keller,FC Schalke 04,2231577
39,8,1,Thomas Tuchel,1.FSV Mainz 05,2231606
27,1,9,Jupp Heynckes,Bayern Munich,2231620
4,10,2,Michael Wiesinger,1.FC Nuremberg,2231633
24,6,1,Armin Veh,Eintracht Frankfurt,2231638
65,18,2,Frank Kramer,SpVgg Greuther FÃ¼rth,2231651
65,18,1,Frank Kramer,SpVgg Greuther FÃ¼rth,2231666
1436,13,1,Ulisses Morais,SC Beira-Mar,2240041
1085,10,1,JosÃ© Mota,VitÃ³ria SetÃºbal FC,2240062
979,6,0,Casquilha,Moreirense FC,2240077
4750,15,1,SÃ©rgio ConceiÃ§Ã£o,SC Olhanense,2240081
1085,10,0,JosÃ© Mota,VitÃ³ria SetÃºbal FC,2240086
4750,15,1,Bruno Saraiva,SC Olhanense,2240179
714,19,3,Mauricio Pochettino,RCD Espanyol Barcelona,2242868
16795,18,1,Juan Anquela,Granada CF,2242918
3709,9,0,Luis GarcÃ­a,Getafe CF,2242947
714,12,0,Javier Aguirre,RCD Espanyol Barcelona,2242967
131,1,2,Tito Vilanova,FC Barcelona,2242978
1084,5,1,Manuel Pellegrini,MÃ¡laga CF,2243064
331,18,2,JosÃ© Luis Mendilibar,CA Osasuna,2243084
150,4,1,Pepe Mel,Real Betis BalompiÃ©,2243086
3368,9,1,Juan Ignacio MartÃ­nez,Levante UD,2243109
150,7,0,Pepe Mel,Real Betis BalompiÃ©,2243171
366,13,1,Miroslav Djukic,Real Valladolid CF,2243176
820,1,3,Fuat Capa,Genclerbirligi Ankara,2243773
2323,3,2,HÃ©ctor CÃºper,Orduspor,2243879
36,4,2,Aykut Kocaman,Fenerbahce,2243899
19771,15,1,Hamza Hamzaoglu,Akhisarspor,2243901
3205,15,0,Robert Prosinecki,Kayserispor,2243927
10484,6,1,Shota Arveladze,Kasimpasa,2243964
2323,10,1,HÃ©ctor CÃºper,Orduspor,2243966
2381,10,1,Riza Calimbay,Sivasspor,2243971
20,6,0,Ertugrul Saglam,Bursaspor,2243980
19771,13,0,Hamza Hamzaoglu,Akhisarspor,2243999
1506,14,0,Mesut Bakkal,Kardemir KarabÃ¼kspor,2244055
820,7,0,Fuat Capa,Genclerbirligi Ankara,2244071
3205,12,0,Robert Prosinecki,Kayserispor,2244072
10484,6,1,Shota Arveladze,Kasimpasa,2244093
36,2,2,Aykut Kocaman,Fenerbahce,2244104
3205,9,4,Robert Prosinecki,Kayserispor,2244144
621,18,3,Marcelo Bielsa,Athletic Bilbao,2244380
121,,5,Dmitriy Khokhlov,Dynamo Moscow,2246615
244,,3,Ã‰lie Baup,Olympique Marseille,2247101
31,9,0,Brendan Rodgers,Liverpool FC,2250154
1090,7,4,Gertjan Verbeek,AZ Alkmaar,2250210
202,9,3,Robert Maaskant,FC Groningen,2250229
1304,7,6,Peter Bosz,Heracles Almelo,2250255
1090,11,1,Gertjan Verbeek,AZ Alkmaar,2250261
317,1,3,Steve McClaren,Twente Enschede FC,2250265
1426,16,4,Ton Lokhoff,VVV-Venlo,2250269
