home_club_id,home_club_position,home_club_goals,home_club_manager_name,home_club_name,game_id
2553,3,2,Steve Clarke,Kilmarnock FC,3080395
1049,9,0,Marcelino,Valencia CF,3080808
3709,4,2,Pepe BordalÃ¡s,Getafe CF,3080836
5358,20,1,Francisco RodrÃ­guez,SD Huesca,3080845
131,1,2,Ernesto Valverde,FC Barcelona,3080853
410,6,1,Julio VelÃ¡zquez,Udinese Calcio,3080921
398,16,1,Simone Inzaghi,SS Lazio,3080926
1038,11,0,Marco Giampaolo,UC Sampdoria,3080960
12,10,3,Eusebio Di Francesco,AS Roma,3080993
2722,14,1,Leonardo Semplici,SPAL,3081039
3368,15,2,Paco LÃ³pez,Levante UD,3081127
6195,2,2,Carlo Ancelotti,SSC Napoli,3081226
12,5,1,Eusebio Di Francesco,AS Roma,3081247
430,10,3,Stefano Pioli,ACF Fiorentina,3081276
12,6,2,Claudio Ranieri,AS Roma,3081385
16704,4,2,Murad Musaev,FK Krasnodar,3093423
982,,1,Manuel Machado,CD Nacional,2283391
605,13,2,Giannis Michalitsos,Aris Thessaloniki,2284921
2700,3,0,Guus Hiddink,Anzhi Makhachkala ( -2022),2293623
13,,2,Diego Simeone,AtlÃ©tico de Madrid,2299544
1053,4,0,Kent Nielsen,Aalborg BK,2302361
6676,,2,Sakis Tsiolis,Asteras Tripolis,2317362
23,18,1,Torsten Lieberknecht,Eintracht Braunschweig,2321150
3426,1,4,Niels Frederiksen,Esbjerg fB,2329283
173,5,4,Troels Bech,Odense Boldklub,2329295
5817,9,0,Lars SÃ¶ndergaard,SÃ¶nderjyskE,2329308
190,11,1,StÃ¥le Solbakken,FC Copenhagen,2329311
5724,7,0,Colin Todd,Randers FC,2329453
2727,12,4,Ronny Van Geneugden,Oud-Heverlee Leuven,2329712
520,14,0,Lorenzo Staelens,Cercle Brugge,2329742
2282,2,4,Juan Carlos Garrido,Club Brugge KV,2329754
273,16,2,Philippe Montanier,Stade Rennais FC,2331054
1158,11,1,Christian Gourcuff,FC Lorient,2331091
964,2,0,Luciano Spalletti,Zenit St. Petersburg,2335208
4482,14,1,Vitaliy Kvartsyanyi,Volyn Lutsk,2335679
2420,7,0,Rui VitÃ³ria,VitÃ³ria GuimarÃ£es SC,2340257
294,1,2,Jorge Jesus,SL Benfica,2340275
1085,8,1,JosÃ© Couceiro,VitÃ³ria SetÃºbal FC,2340328
2420,10,1,Rui VitÃ³ria,VitÃ³ria GuimarÃ£es SC,2340388
982,5,1,Manuel Machado,CD Nacional,2340403
131,2,3,Gerardo Martino,FC Barcelona,2341085
714,9,3,Javier Aguirre,RCD Espanyol Barcelona,2341097
621,4,2,Ernesto Valverde,Athletic Bilbao,2341146
3368,9,2,JoaquÃ­n CaparrÃ³s,Levante UD,2341174
1084,8,2,Bernd Schuster,MÃ¡laga CF,2341195
714,10,1,Javier Aguirre,RCD Espanyol Barcelona,2341213
3709,6,1,Luis GarcÃ­a,Getafe CF,2341224
940,8,2,Luis Enrique,Celta de Vigo,2341257
150,20,0,Gabriel CalderÃ³n,Real Betis BalompiÃ©,2341295
16795,11,1,Lucas Alcaraz,Granada CF,2341328
317,3,5,Michel Jansen,Twente Enschede FC,2342365
141,2,1,Roberto Mancini,Galatasaray,2346207
398,7,3,Vladimir Petkovic,SS Lazio,2359228
1627,19,0,Rolando Maran,Catania FC,2359238
1038,17,3,Delio Rossi,UC Sampdoria,2359312
1038,14,1,SiniÅ¡a MihajloviÄ‡,UC Sampdoria,2359372
5,11,2,Clarence Seedorf,AC Milan,2359482
410,14,1,Francesco Guidolin,Udinese Calcio,2359494
800,8,0,Stefano Colantuono,Atalanta BC,2359522
398,,2,Edoardo Reja,SS Lazio,2383736
180,,4,Mauricio Pochettino,Southampton FC,2387438
3368,,1,JoaquÃ­n CaparrÃ³s,Levante UD,2396428
610,2,3,Frank de Boer,Ajax Amsterdam,2459726
1090,5,0,John van den Brom,AZ Alkmaar,2459734
27,1,1,Pep Guardiola,Bayern Munich,2460743
16,9,3,JÃ¼rgen Klopp,Borussia Dortmund,2460878
24,9,2,Thomas Schaaf,Eintracht Frankfurt,2460928
979,8,0,Miguel Leal,Moreirense FC,2464781
2424,16,1,JoÃ£o de Deus,Gil Vicente FC,2464788
141,2,3,Hamza Hamzaoglu,Galatasaray,2470052
234,,1,Fred Rutten,Feyenoord Rotterdam,2470375
1050,6,4,Marcelino,Villarreal CF,2475217
1049,4,3,Nuno EspÃ­rito Santo,Valencia CF,2475263
1084,7,4,Javi Gracia,MÃ¡laga CF,2475269
1050,6,4,Marcelino,Villarreal CF,2475312
897,16,1,VÃ­ctor FernÃ¡ndez,Deportivo de La CoruÃ±a,2475320
13,3,4,Diego Simeone,AtlÃ©tico de Madrid,2475394
131,1,6,Luis Enrique,FC Barcelona,2475438
131,1,2,Luis Enrique,FC Barcelona,2475457
458,15,1,Giuseppe Iachini,Palermo FC,2478674
5,11,1,Filippo Inzaghi,AC Milan,2478809
12,2,0,Rudi Garcia,AS Roma,2478816
46,10,1,Roberto Mancini,Inter Milan,2478874
398,2,4,Stefano Pioli,SS Lazio,2478880
398,2,1,Stefano Pioli,SS Lazio,2478900
46,8,0,Roberto Mancini,Inter Milan,2478919
8024,14,1,Pedro Emanuel,FC Arouca,2480134
3327,17,1,Rui Quinta,FC Penafiel,2480178
2740,6,2,Vasyl Sachko,Vorskla Poltava,2480907
583,2,3,Laurent Blanc,Paris Saint-Germain,2482364
289,14,2,Gustavo Poyet,Sunderland AFC,2486697
180,6,2,Ronald Koeman,Southampton FC,2486765
968,5,6,Dennis van Wijk,KVC Westerlo,2494558
660,,2,Mircea Lucescu,Shakhtar Donetsk,2495300
3426,8,0,Niels Frederiksen,Esbjerg fB,2495717
232,8,2,Murat Yakin,Spartak Moscow,2509352
2425,9,0,Pedro Martins,Rio Ave FC,2512194
2420,,0,Rui VitÃ³ria,VitÃ³ria GuimarÃ£es SC,2524751
976,,2,VÃ­tor Oliveira,CF UniÃ£o Madeira (-2021),2524761
5817,8,1,Lars SÃ¶ndergaard,SÃ¶nderjyskE,2532450
173,10,1,Ove Pedersen,Odense Boldklub,2532483
2553,10,2,Gary Locke,Kilmarnock FC,2579971
41,10,3,Bruno Labbadia,Hamburger SV,2581176
1053,2,2,Lars SÃ¶ndergaard,Aalborg BK,2581305
206,5,2,Auri Skarbalius,BrÃ¶ndby IF,2581366
16,1,3,Thomas Tuchel,Borussia Dortmund,2581633
44,4,2,PÃ¡l DÃ¡rdai,Hertha BSC,2581760
4795,10,3,Ralph HasenhÃ¼ttl,FC Ingolstadt 04,2581925
82,8,3,Dieter Hecking,VfL Wolfsburg,2581999
7179,14,1,VÃ­tor Paneira,CD Tondela,2586588
1162,3,1,Patrice Garande,SM Caen,2586782
317,16,3,RenÃ© Hake,Twente Enschede FC,2589079
1050,5,1,Marcelino,Villarreal CF,2594611
449,10,0,Hami Mandirali,Trabzonspor,2598034
18303,7,4,Volodymyr Sharan,FK Oleksandriya,2598542
6996,13,1,Vyacheslav Groznyi,Goverla Uzhgorod (- 2016),2598544
10690,3,4,Yuriy Vernydub,Zorya Lugansk,2603931
398,9,4,Stefano Pioli,SS Lazio,2604177
416,12,1,Gian Piero Ventura,Torino FC,2604205
3327,,1,Carlos Brito,FC Penafiel,2608540
2420,15,0,SÃ©rgio ConceiÃ§Ã£o,VitÃ³ria GuimarÃ£es SC,2609371
618,4,0,Christophe Galtier,AS Saint-Ã‰tienne,2609822
979,14,2,Miguel Leal,Moreirense FC,2613613
2425,6,1,Pedro Martins,Rio Ave FC,2613627
7179,15,2,Petit,CD Tondela,2613694
12,,3,Rudi Garcia,AS Roma,2618603
2696,5,1,Frank Vercauteren,Krylya Sovetov Samara,2620446
29228,14,0,Cedomir Janevski,Royal Excel Mouscron (-2022),2640923
150,,0,Pepe Mel,Real Betis BalompiÃ©,2647656
2861,4,3,Yves Vanderhaeghe,KV Oostende,2653868
28095,13,1,Evgeni Perevertaylo,FK Ufa,2654333
683,1,1,Marco Silva,Olympiacos Piraeus,2657983
2553,11,0,Lee Clark,Kilmarnock FC,2681473
1519,12,3,Gordon Young,Dundee United FC,2681476
369,3,1,David Nielsen,Lyngby BK,2697687
985,8,0,JosÃ© Mourinho,Manchester United,2698158
31,5,2,JÃ¼rgen Klopp,Liverpool FC,2698426
244,11,0,Franck Passi,Olympique Marseille,2698553
273,5,1,Christian Gourcuff,Stade Rennais FC,2702776
3,7,1,Peter StÃ¶ger,1.FC KÃ¶ln,2704456
44,6,2,PÃ¡l DÃ¡rdai,Hertha BSC,2704707
29228,14,0,Glen De Boeck,Royal Excel Mouscron (-2022),2705356
370,4,2,Derek McInnes,Aberdeen FC,2707842
40,9,1,Jocelyn Gourvennec,FC Girondins Bordeaux,2716705
472,12,0,Quique SetiÃ©n,UD Las Palmas,2718940
2448,18,2,Rubi,Sporting GijÃ³n,2719023
1085,12,0,JosÃ© Couceiro,VitÃ³ria SetÃºbal FC,2720811
3349,17,0,JosÃ© Mota,CD Feirense,2720863
2425,6,2,LuÃ­s Castro,Rio Ave FC,2720891
2420,5,0,Pedro Martins,VitÃ³ria GuimarÃ£es SC,2720936
294,1,3,Rui VitÃ³ria,SL Benfica,2721005
1506,10,2,Igor Tudor,Kardemir KarabÃ¼kspor,2722772
2921,18,0,Massimo Oddo,Delfino Pescara 1936,2726589
430,7,2,Paulo Sousa,ACF Fiorentina,2726627
2921,20,1,Massimo Oddo,Delfino Pescara 1936,2726680
12,2,3,Luciano Spalletti,AS Roma,2726762
2553,9,2,Lee Clark,Kilmarnock FC,2728512
2578,5,1,Tommy Wright,St. Johnstone FC,2728537
660,1,2,Paulo Fonseca,Shakhtar Donetsk,2731818
354,7,2,Yannick Ferrera,KV Mechelen,2732153
157,5,2,Hein Vanhaezebrouck,KAA Gent,2732198
1245,13,1,Jordi Condom,KAS Eupen,2732260
58,1,3,RenÃ© Weiler,RSC Anderlecht,2732279
458,,4,Roberto De Zerbi,Palermo FC,2747352
16239,,1,Oleksandr Ryabokon,Desna Chernigiv,2750715
6676,13,1,Makis Chavos,Asteras Tripolis,2758520
317,,1,RenÃ© Hake,Twente Enschede FC,2760521
653,,2,Nikolaos Nioplias,OFI Crete FC,2764459
979,,1,PÃªpa,Moreirense FC,2768402
1085,,0,JosÃ© Couceiro,VitÃ³ria SetÃºbal FC,2814616
131,,5,Luis Enrique,FC Barcelona,2814842
499,1,4,Henk Fraser,Vitesse Arnhem,2864911
499,3,1,Henk Fraser,Vitesse Arnhem,2865065
44,8,2,PÃ¡l DÃ¡rdai,Hertha BSC,2871692
3,17,2,Stefan Ruthenbeck,1.FC KÃ¶ln,2871829
533,5,1,Julian Nagelsmann,TSG 1899 Hoffenheim,2871909
1003,9,2,Craig Shakespeare,Leicester City,2872128
1003,9,2,Claude Puel,Leicester City,2872248
1110,11,0,David Wagner,Huddersfield Town,2872318
173,10,1,Kent Nielsen,Odense Boldklub,2875091
1053,13,1,Morten Wieghorst,Aalborg BK,2875119
1177,11,2,Peter SÃ¶rensen,Silkeborg IF,2875188
1269,4,1,John van 't Schip,PEC Zwolle,2877276
3336,17,0,Ricardo Soares,Desportivo Aves (- 2020),2883604
6890,2,1,Abdullah Avci,Basaksehir FK,2884055
3349,14,1,Nuno Manta Santos,CD Feirense,2884415
2441,2,1,Manolo JimÃ©nez,AEK Athens,2891483
6418,11,0,Traianos Dellas,Panetolikos GFS,2891570
1390,13,0,Massimo Rastelli,Cagliari Calcio,2897208
398,4,6,Simone Inzaghi,SS Lazio,2897222
506,3,2,Massimiliano Allegri,Juventus FC,2897275
3368,5,3,Juan MuÃ±iz,Levante UD,2899592
714,13,1,Quique SÃ¡nchez Flores,RCD Espanyol Barcelona,2899811
855,11,1,Antoine KombouarÃ©,EA Guingamp,2901317
371,1,2,Brendan Rodgers,Celtic FC,2903784
511,10,3,Neil McCann,Dundee FC,2903808
6890,,1,Abdullah Avci,Basaksehir FK,2904737
131,,2,Ernesto Valverde,FC Barcelona,2917443
1245,15,1,Jordi Condom,KAS Eupen,2918779
533,,1,Julian Nagelsmann,TSG 1899 Hoffenheim,2919785
28095,10,1,Sergey Semak,FK Ufa,2921350
40426,13,3,Dmitriy Parfenov,FC Tosno (-2018),2921413
11127,8,1,Aleksandr Tarkhanov,Ural Yekaterinburg,2921432
68608,,0,Domingos PaciÃªncia,CF Os Belenenses,2923636
157,12,2,Yves Vanderhaeghe,KAA Gent,2924611
441,,3,,Apollon Smyrnis,2925752
2861,15,3,Adnan Custovic,KV Oostende,2933500
985,,1,JosÃ© Mourinho,Manchester United,2982004
2578,8,1,Tommy Wright,St. Johnstone FC,2986434
641,,0,Tony Pulis,Middlesbrough FC,2990429
985,13,0,JosÃ© Mourinho,Manchester United,3050192
11,5,3,Unai Emery,Arsenal FC,3050337
762,17,3,Rafael BenÃ­tez,Newcastle United,3050383
1010,7,0,Javi Gracia,Watford FC,3050385
931,19,4,Claudio Ranieri,Fulham FC,3050389
873,14,1,Roy Hodgson,Crystal Palace,3050460
18,2,3,Dieter Hecking,Borussia MÃ¶nchengladbach,3058535
678,10,1,David Nielsen,Aarhus GF,3063712
3426,4,3,John Lammers,Esbjerg fB,3063718
865,2,3,Kenneth Andersen,FC Midtjylland,3063756
294,4,1,Rui VitÃ³ria,SL Benfica,3069397
2423,6,1,JoÃ£o Henriques,CD Santa Clara,3069464
12439,,0,Konstantin Galkin,,2266058
39722,18,0,Mehmet Altiparmak,Erzurumspor FK,3069756
6890,1,1,Abdullah Avci,Basaksehir FK,3069802
2381,9,4,Hakan Keles,Sivasspor,3069846
19789,5,1,Erol Bulut,Yeni Malatyaspor,3069903
18303,3,2,Volodymyr Sharan,FK Oleksandriya,3076656
3368,9,1,Paco LÃ³pez,Levante UD,3079456
5358,20,0,Francisco RodrÃ­guez,SD Huesca,3079488
714,7,2,Rubi,RCD Espanyol Barcelona,3081123
410,15,1,Davide Nicola,Udinese Calcio,3081263
46,3,2,Luciano Spalletti,Inter Milan,3081382
1038,9,1,Marco Giampaolo,UC Sampdoria,3081383
681,,2,Philippe Montanier,Real Sociedad,2269556
418,,1,JosÃ© Mourinho,Real Madrid,2284450
3385,,0,Michalis Grigoriou,Panserraikos,2284520
418,,2,JosÃ© Mourinho,Real Madrid,2286539
368,,4,Unai Emery,Sevilla FC,2286545
79,8,1,Thomas Schneider,VfB Stuttgart,2321139
79,10,1,Thomas Schneider,VfB Stuttgart,2321201
79,15,1,Thomas Schneider,VfB Stuttgart,2321246
15,3,0,Sami HyypiÃ¤,Bayer 04 Leverkusen,2321255
2778,11,2,Kasper Hjulmand,FC Nordsjaelland,2329370
2778,7,0,Kasper Hjulmand,FC Nordsjaelland,2329375
28643,10,0,Glen De Boeck,SK Beveren,2329693
172,9,2,Felice MazzÃ¹,RSC Charleroi,2329767
415,15,1,Alain Casanova,FC Toulouse,2330893
148,6,0,Tim Sherwood,Tottenham Hotspur,2332133
2760,7,0,Alan Archibald,Partick Thistle FC,2335036
3691,14,1,Vasiliy Baskakov,Tom Tomsk,2335249
9007,16,1,Yuriy Bakalov,Arsenal Kyiv,2335667
6992,4,2,Roman Grygorchuk,Chornomorets Odessa,2335719
1301,8,2,Pedro Martins,CS MarÃ­timo,2340211
336,3,1,Leonardo Jardim,Sporting CP,2340263
368,8,1,Unai Emery,Sevilla FC,2341013
418,4,3,Carlo Ancelotti,Real Madrid,2341065
1531,12,2,Fran EscribÃ¡,Elche CF,2341168
367,16,1,Paco JÃ©mez,Rayo Vallecano,2341245
681,6,1,Jagoba Arrasate,Real Sociedad,2341301
114,3,1,Slaven Bilic,Besiktas JK,2346130
114,2,1,Slaven Bilic,Besiktas JK,2346350
1091,2,3,Huub Stevens,PAOK Thessaloniki,2352043
130,,4,Roberto Donadoni,Parma Calcio 1913,2361149
15,,0,Sami HyypiÃ¤,Bayer 04 Leverkusen,2368469
720,,4,Paulo Fonseca,FC Porto,2382304
1075,,5,Jesualdo Ferreira,SC Braga,2382314
2778,,1,Kasper Hjulmand,FC Nordsjaelland,2387111
681,,0,Jagoba Arrasate,Real Sociedad,2388765
603,,1,Ole Gunnar Solskjaer,Cardiff City,2423912
2414,,1,Johnny MÃ¶lby,AC Horsens,2447536
1091,2,2,Georgios Georgiadis,PAOK Thessaloniki,2450855
418,,1,Carlo Ancelotti,Real Madrid,2452862
132,14,1,Nebojsa Gudelj,NAC Breda,2459610
200,11,2,Rob Alflen,FC Utrecht,2459653
132,17,2,Robert Maaskant,NAC Breda,2459793
132,16,2,Robert Maaskant,NAC Breda,2459850
127,11,1,AndrÃ© Breitenreiter,SC Paderborn 07,2460679
127,10,2,AndrÃ© Breitenreiter,SC Paderborn 07,2460733
15,4,2,Roger Schmidt,Bayer 04 Leverkusen,2460897
20100,5,2,Michael Hansen,FC Vestsjaelland,2469454
1301,10,1,Leonel Pontes,CS MarÃ­timo,2469519
3216,6,2,Riza Calimbay,Mersin Talimyurdu SK,2469949
3216,2,2,Riza Calimbay,Mersin Talimyurdu SK,2469970
3216,6,1,Riza Calimbay,Mersin Talimyurdu SK,2470047
3216,8,0,Riza Calimbay,Mersin Talimyurdu SK,2470280
114,3,0,Slaven Bilic,Besiktas JK,2470287
3216,7,2,Riza Calimbay,Mersin Talimyurdu SK,2470356
1531,13,0,Fran EscribÃ¡,Elche CF,2475216
3302,12,0,Francisco RodrÃ­guez,UD AlmerÃ­a,2475223
681,19,0,Jagoba Arrasate,Real Sociedad,2475270
368,5,1,Unai Emery,Sevilla FC,2475348
367,12,1,Paco JÃ©mez,Rayo Vallecano,2475386
367,11,2,Paco JÃ©mez,Rayo Vallecano,2475407
418,1,1,Carlo Ancelotti,Real Madrid,2475426
3302,18,1,Juan Ignacio MartÃ­nez,UD AlmerÃ­a,2475466
749,16,2,Maurizio Sarri,FC Empoli,2478799
862,14,2,Rolando Maran,Chievo Verona,2478817
2760,8,0,Alan Archibald,Partick Thistle FC,2481073
1039,20,2,Harry Redknapp,Queens Park Rangers,2486546
1039,19,2,Harry Redknapp,Queens Park Rangers,2486558
1039,18,3,Harry Redknapp,Queens Park Rangers,2486593
1132,18,0,Sean Dyche,Burnley FC,2486730
1075,5,1,SÃ©rgio ConceiÃ§Ã£o,SC Braga,2490884
148,,5,Mauricio Pochettino,Tottenham Hotspur,2492389
1465,,1,JosÃ© Couceiro,GD Estoril Praia,2492413
1091,,0,Angelos Anastasiadis,PAOK Thessaloniki,2492424
5818,4,1,Jonas Dal,Hobro IK,2492572
2778,3,2,Ã“lafur Helgi KristjÃ¡nsson,FC Nordsjaelland,2492575
2778,5,2,Ã“lafur Helgi KristjÃ¡nsson,FC Nordsjaelland,2495709
172,5,0,Felice MazzÃ¹,RSC Charleroi,2512850
11126,10,1,Yuri Semin,Mordovia Saransk (-2020),2514354
130,,2,Roberto Donadoni,Parma Calcio 1913,2515987
1301,10,1,Ivo Vieira,CS MarÃ­timo,2526228
204,16,2,Olivier Guillou,Lierse SK (- 2018),2532372
172,7,0,Felice MazzÃ¹,RSC Charleroi,2532376
2778,6,1,Ã“lafur Helgi KristjÃ¡nsson,FC Nordsjaelland,2532496
20100,11,0,Michael Hansen,FC Vestsjaelland,2532508
148,9,1,Mauricio Pochettino,Tottenham Hotspur,2577972
2760,11,0,Alan Archibald,Partick Thistle FC,2579955
1063,11,0,Johnny MÃ¶lby,Viborg FF,2581267
2778,8,0,Ã“lafur Helgi KristjÃ¡nsson,FC Nordsjaelland,2581306
1063,8,0,Johnny MÃ¶lby,Viborg FF,2581365
2778,9,0,Kasper Hjulmand,FC Nordsjaelland,2581372
79,17,1,JÃ¼rgen Kramny,VfB Stuttgart,2581757
79,12,1,JÃ¼rgen Kramny,VfB Stuttgart,2581954
114,3,2,Senol GÃ¼nes,Besiktas JK,2590590
114,1,2,Senol GÃ¼nes,Besiktas JK,2594031
368,8,2,Unai Emery,Sevilla FC,2594636
681,10,3,Eusebio,Real Sociedad,2594707
114,1,4,Senol GÃ¼nes,Besiktas JK,2598055
749,17,2,Marco Giampaolo,FC Empoli,2603994
749,11,1,Marco Giampaolo,FC Empoli,2604261
1301,9,5,Ivo Vieira,CS MarÃ­timo,2609348
1301,7,3,Ivo Vieira,CS MarÃ­timo,2609403
336,1,1,Jorge Jesus,Sporting CP,2609411
1465,12,1,Fabiano Soares,GD Estoril Praia,2613531
1465,7,1,Fabiano Soares,GD Estoril Praia,2613645
1301,12,1,Nelo Vingada,CS MarÃ­timo,2613667
601,14,0,Johan Walem,KV Kortrijk,2617073
2477,8,1,Volodymyr Bezubyak,Karpaty Lviv (-2021),2634093
79,,1,JÃ¼rgen Kramny,VfB Stuttgart,2646703
601,10,2,Johan Walem,KV Kortrijk,2653886
15,,0,Roger Schmidt,Bayer 04 Leverkusen,2668345
1301,,2,Nelo Vingada,CS MarÃ­timo,2688644
2414,10,0,Bo Henriksen,AC Horsens,2697683
1132,11,4,Sean Dyche,Burnley FC,2698214
148,5,3,Mauricio Pochettino,Tottenham Hotspur,2698224
200,15,1,Erik ten Hag,FC Utrecht,2700650
200,6,0,Erik ten Hag,FC Utrecht,2700793
200,4,3,Erik ten Hag,FC Utrecht,2700828
200,4,1,Erik ten Hag,FC Utrecht,2700849
415,3,2,Pascal Dupraz,FC Toulouse,2701658
15,11,3,Tayfun Korkut,Bayer 04 Leverkusen,2704588
418,1,1,ZinÃ©dine Zidane,Real Madrid,2718749
681,9,1,Eusebio,Real Sociedad,2718771
418,1,2,ZinÃ©dine Zidane,Real Madrid,2718791
418,1,2,ZinÃ©dine Zidane,Real Madrid,2718896
368,4,0,Jorge Sampaoli,Sevilla FC,2718995
368,4,2,Jorge Sampaoli,Sevilla FC,2719047
3325,7,2,Ricardo Soares,GD Chaves,2720938
114,1,4,Senol GÃ¼nes,Besiktas JK,2722895
749,17,0,Giovanni Martusciello,FC Empoli,2726735
2760,7,2,Alan Archibald,Partick Thistle FC,2728615
6992,5,1,Oleksandr Babych,Chornomorets Odessa,2731785
475,13,2,Ivan Leko,Sint-Truidense VV,2732174
3057,8,2,Aleksandar Jankovic,Standard LiÃ¨ge,2732203
148,,1,Mauricio Pochettino,Tottenham Hotspur,2754185
1091,5,3,Vladimir Ivic,PAOK Thessaloniki,2814035
6992,7,0,Oleksandr Babych,Chornomorets Odessa,2849022
6992,8,0,Oleksandr Babych,Chornomorets Odessa,2854402
172,2,2,Felice MazzÃ¹,RSC Charleroi,2864898
132,16,0,Stijn Vreven,NAC Breda,2865077
15,12,4,Heiko Herrlich,Bayer 04 Leverkusen,2871661
148,3,1,Mauricio Pochettino,Tottenham Hotspur,2872193
1237,10,0,Chris Hughton,Brighton & Hove Albion,2872247
1132,7,1,Sean Dyche,Burnley FC,2872327
148,5,4,Mauricio Pochettino,Tottenham Hotspur,2872342
1132,7,2,Sean Dyche,Burnley FC,2872445
2414,3,1,Bo Henriksen,AC Horsens,2875106
5818,6,2,Thomas Thomasberg,Hobro IK,2875107
2778,1,1,Kasper Hjulmand,FC Nordsjaelland,2875143
2778,3,2,Kasper Hjulmand,FC Nordsjaelland,2875189
200,7,0,Jean-Paul de Jong,FC Utrecht,2877295
3325,18,0,LuÃ­s Castro,GD Chaves,2883618
114,4,2,Senol GÃ¼nes,Besiktas JK,2883632
720,1,6,SÃ©rgio ConceiÃ§Ã£o,FC Porto,2883727
336,2,1,Jorge Jesus,Sporting CP,2884406
1091,2,3,Razvan Lucescu,PAOK Thessaloniki,2891581
6574,15,0,Giuseppe Iachini,US Sassuolo,2897331
681,10,0,Eusebio,Real Sociedad,2899692
368,5,2,Eduardo Berizzo,Sevilla FC,2899696
681,1,3,Eusebio,Real Sociedad,2899935
415,17,3,MickaÃ«l DebÃ¨ve,FC Toulouse,2942813
3057,10,3,Ricardo SÃ¡ Pinto,Standard LiÃ¨ge,2958650
3057,6,3,Eric Deflandre,Standard LiÃ¨ge,2987613
418,,3,ZinÃ©dine Zidane,Real Madrid,3038747
415,4,1,Alain Casanova,FC Toulouse,3047480
415,15,2,Alain Casanova,FC Toulouse,3047610
667,9,3,Thierry Laurey,RC Strasbourg Alsace,3047839
1237,11,1,Chris Hughton,Brighton & Hove Albion,3050257
603,17,1,Neil Warnock,Cardiff City,3050339
1237,13,0,Chris Hughton,Brighton & Hove Albion,3050397
148,3,2,Mauricio Pochettino,Tottenham Hotspur,3050481
1237,17,1,Chris Hughton,Brighton & Hove Albion,3050561
15,13,2,Heiko Herrlich,Bayer 04 Leverkusen,3058479
79,16,1,Markus Weinzierl,VfB Stuttgart,3058563
200,9,2,Dick Advocaat,FC Utrecht,3061076
2778,6,2,Kasper Hjulmand,FC Nordsjaelland,3063593
2414,8,0,Bo Henriksen,AC Horsens,3063605
7378,18,2,AntÃ³nio Folha,Portimonense SC,3069392
1301,6,0,ClÃ¡udio Braga,CS MarÃ­timo,3069413
868,10,0,Ismail Kartal,MKE AnkaragÃ¼cÃ¼,3069833
114,6,2,Senol GÃ¼nes,Besiktas JK,3069848
1132,,3,Sean Dyche,Burnley FC,3071955
6992,8,0,Angel Chervenkov,Chornomorets Odessa,3075877
132,18,0,Mitchell van der Gaag,NAC Breda,3077248
368,1,2,Pablo MachÃ­n,Sevilla FC,3079417
681,15,0,Asier Garitano,Real Sociedad,3079510
368,3,1,Pablo MachÃ­n,Sevilla FC,3079520
681,10,1,Imanol Alguacil,Real Sociedad,3080850
749,18,0,Aurelio Andreazzoli,FC Empoli,3081034
6574,7,1,Roberto De Zerbi,US Sassuolo,3081148
130,12,0,Roberto D'Aversa,Parma Calcio 1913,3081256
130,12,0,Roberto D'Aversa,Parma Calcio 1913,3081278
6574,12,1,Roberto De Zerbi,US Sassuolo,3081298
6574,10,0,Roberto De Zerbi,US Sassuolo,3081398
1531,,2,Pacheta,Elche CF,3084081
172,9,1,Felice MazzÃ¹,RSC Charleroi,3084093
9007,12,0,Igor Leonov,Arsenal Kyiv,3087279
2477,9,0,Fabri,Karpaty Lviv (-2021),3087287
1091,,1,Razvan Lucescu,PAOK Thessaloniki,3092957
452,,3,Martin Rueda,,2262501
3834,,1,Igor Chugaynov,,2266038
4602,,1,Soulis Papadopoulos,,2282106
1028,,2,Kenny Jackett,,2287195
1228,,1,Gert Aandewiel,,2326900
12132,,2,Mladen Dodic,,2327958
1103,,2,Domenico Toscano,,2358332
697,,1,Jaroslav Silhavy,,2360977
429,,1,Christakis Christoforou,,2367195
21903,,0,Yuriy Giy,,2367660
12052,,6,Garnik Avalyan,,2370129
980,,0,Jacky Mathijssen,,2379323
7646,,0,Murat Seropian,,2379335
32755,,1,Makis Katsavakis,,2384495
3684,,0,Graham Westley,,2421965
2795,,1,Grant Murray,,2424194
91,,1,Ralf Loose,,2458313
1557,,3,Bernd Hollerbach,,2458328
6150,,0,Marco Krausz,,2458330
5460,,0,Uwe Walther,,2458336
434,,1,Carlos Bernegger,,2460578
10695,,2,Sergey Borovski,,2480858
37554,,0,,,2487336
129,,2,Stefan BÃ¶ger,,2488529
19958,,1,Eduard Demin,,2492246
260,,3,Urs Meier,,2492354
26,,1,Paulo Sousa,,2495306
9545,,0,Niek Oosterlee,,2496908
32713,,2,Ton Pattinama,,2496916
38148,,0,Peter Sweres,,2496922
11259,,1,Ã“scar Cano,,2505179
33490,,0,Roberto Bolano,,2507243
1074,,2,Micky Adams,,2518105
466,,1,Simon Grayson,,2527272
1167,,1,Shpetim Duro,,2583563
30698,,3,Gennadiy Prykhodko,,2611192
16242,,1,Sergiy Syzykhin,,2611193
49674,,0,,,2614481
13208,,1,,,2614496
68,,0,Georgi Donkov,,2615036
16612,,3,Igor Pyvin,,2616666
1008,,0,Mika Lehkosuo,,2618362
255,,0,Henning Berg,,2618756
5777,,2,Michael Madsen,,2620153
16613,,0,Aleksandr Alferov,,2626905
2838,,2,Bart Logchies,,2627492
