away_club_id,away_club_position,away_club_goals,away_club_manager_name,away_club_name,game_id
3026,,0,David Hopkin,,3288607
1211,,1,John Askey,,3300783
501,,2,Kjetil Knutsen,,3451632
144,,0,Simon Rozman,,3462349
81,,0,Marco Grote,,3485245
3697,,0,Derek Adams,,3491231
119,,0,Patrick van Leeuwen,,3496496
2497,,0,Cuco Ziganda,,3497882
7964,,1,Yuri Puntus,,3584555
71985,,1,Igor Picusceac,,3628157
11344,,1,Gia Geguchadze,,3631824
9644,,1,Marek Papszun,,3631919
195,,0,Age Hareide,,3643476
37914,,0,Aleksandr Grigoryan,,3645038
452,,1,David Wagner,,3651135
10140,,0,Leonel Pontes,,3654704
255,,1,Marek Golebiewski,,3683201
5621,,2,Aimo Diana,,3865467
119,,1,Vladimir Ivic,,3889817
1008,,1,Toni Koskela,,3901515
429,,2,David CatalÃ¡,,3901620
31614,,1,Ante Simundza,,3912559
122,,0,Christian Ilzer,,3912603
1064,,0,Barak Bakhar,,3913703
10718,,1,Eder Sarabia,,3964651
358,,0,Dean Holden,,3989304
12346,,0,Jeff Strasser,,4137962
1198,,3,Mark Kennedy,,4164119
3137,,1,Zarko Lazetic,,4172063
10694,,0,Oleg Kubarev,,2247107
26789,,1,Maurizio Braghin,,2253930
434,,0,Ryszard Komornicki,,2254949
4032,,0,Claudio BarragÃ¡n,,2269557
1150,,1,Russell Slade,,2285345
26,,1,Murat Yakin,,2312115
368,,0,Pablo MachÃ­n,Sevilla FC,3098773
720,2,3,SÃ©rgio ConceiÃ§Ã£o,FC Porto,3211399
1237,15,2,Graham Potter,Brighton & Hove Albion,3219103
1237,15,1,Graham Potter,Brighton & Hove Albion,3219278
1132,14,1,Sean Dyche,Burnley FC,3219418
28643,15,0,Arnauld Mercier,SK Beveren,3274403
667,18,3,Thierry Laurey,RC Strasbourg Alsace,3394634
868,21,1,Hikmet Karaman,MKE AnkaragÃ¼cÃ¼,3427051
4171,13,0,Filippo Inzaghi,Benevento Calcio,3433293
720,,1,SÃ©rgio ConceiÃ§Ã£o,FC Porto,3498215
1237,8,2,Graham Potter,Brighton & Hove Albion,3583477
15,4,3,Gerardo Seoane,Bayer 04 Leverkusen,3588196
475,3,0,Bernd Hollerbach,Sint-Truidense VV,3598144
1531,14,0,Francisco RodrÃ­guez,Elche CF,3610347
2375,19,0,Serkan Ã–zbalta,Altay SK,3613091
1075,4,2,Carlos Carvalhal,SC Braga,3621538
3522,17,0,Leonardo Semplici,Spezia Calcio,3845003
172,8,1,Edward Still,RSC Charleroi,3851077
7775,19,0,,Hatayspor,3860477
1075,2,2,Artur Jorge,SC Braga,3869128
1075,3,2,Artur Jorge,SC Braga,3869136
10,,0,Daniel Scherning,Arminia Bielefeld,3918224
2477,11,1,Nikolay Kostov,Karpaty Lviv (-2021),2222986
204,14,0,Herman Vermeulen,Lierse SK (- 2018),2224887
1039,19,1,Mark Hughes,Queens Park Rangers,2225483
1075,3,4,JosÃ© Peseiro,SC Braga,2240100
720,2,1,VÃ­tor Pereira,FC Porto,2240176
681,4,2,Philippe Montanier,Real Sociedad,2243183
235,14,1,Erwin Koeman,RKC Waalwijk,2250266
204,14,0,Stanley Menzo,Lierse SK (- 2018),2329672
601,8,1,Hein Vanhaezebrouck,KV Kortrijk,2329733
1025,14,1,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3433405
383,2,4,Roger Schmidt,PSV Eindhoven,3450571
467,11,1,Rogier Meijer,NEC Nijmegen,3597919
467,7,3,Alex Pastoor,NEC Nijmegen,2250365
384,,0,Ron Elsen,,3097403
452,,1,Gerardo Seoane,,3252426
540,,2,Jan Kozak,,3252459
1035,,2,Garry Monk,,3306903
24898,,1,Aimo Diana,,3457978
144,,1,Goran Tomic,,3645122
1194,,8,Paul Warne,,3710361
5784,,1,Morten Dahm Kjaergaard,,3959397
10803,,4,Chris de Graaf,,4025319
8031,,1,Adrian Mutu,,4148254
15,,5,Heiko Herrlich,Bayer 04 Leverkusen,3098791
10,,1,Uwe Neuhaus,Arminia Bielefeld,3195544
1063,,2,Jacob Neestrup,Viborg FF,3224808
1301,,2,Nuno Manta Santos,CS MarÃ­timo,3229014
3385,,2,Nikolaos Nentidis,Panserraikos,3253203
418,,3,ZinÃ©dine Zidane,Real Madrid,3307691
15,,3,Peter Bosz,Bayer 04 Leverkusen,3332669
6992,,3,Sergiy Kovalets,Chornomorets Odessa,3422278
15,,7,Peter Bosz,Bayer 04 Leverkusen,3422872
3729,,5,Sergey Podpaly,Arsenal Tula,3434862
15,,3,Peter Bosz,Bayer 04 Leverkusen,3496478
1091,,1,Razvan Lucescu,PAOK Thessaloniki,3631913
368,,7,Julen Lopetegui,Sevilla FC,3707318
1039,,0,Mark Warburton,Queens Park Rangers,3729271
235,,0,Joseph Oosting,RKC Waalwijk,3935082
368,,3,Jorge Sampaoli,Sevilla FC,3964628
15,,8,Xabi Alonso,Bayer 04 Leverkusen,4088610
114,,2,Senol GÃ¼nes,Besiktas JK,4132464
1075,,4,Artur Jorge,SC Braga,4135636
1091,,2,Georgios Donis,PAOK Thessaloniki,2246595
235,,5,Erwin Koeman,RKC Waalwijk,2258359
1091,,0,Georgios Donis,PAOK Thessaloniki,2284870
383,,2,Roger Schmidt,PSV Eindhoven,3459005
467,,3,Rogier Meijer,NEC Nijmegen,3683447
512,16,0,Mark Hughes,Stoke City,2331960
512,16,0,Mark Hughes,Stoke City,2332062
987,3,1,Stuart McCall,Motherwell FC,2334932
383,3,3,Phillip Cocu,PSV Eindhoven,2459594
383,1,3,Phillip Cocu,PSV Eindhoven,2459891
467,10,0,Ernest Faber,NEC Nijmegen,2588908
383,3,3,Phillip Cocu,PSV Eindhoven,2588975
467,7,0,Ernest Faber,NEC Nijmegen,2589053
987,6,0,Mark McGhee,Motherwell FC,2681486
512,9,0,Mark Hughes,Stoke City,2698336
512,11,0,Mark Hughes,Stoke City,2698377
467,12,0,Peter Hyballa,NEC Nijmegen,2700852
1025,15,1,Roberto Donadoni,Bologna FC 1909,2726664
383,,0,Phillip Cocu,PSV Eindhoven,2755720
512,16,0,Mark Hughes,Stoke City,2872119
512,19,1,Paul Lambert,Stoke City,2872454
512,19,2,Paul Lambert,Stoke City,2872492
1025,11,3,Roberto Donadoni,Bologna FC 1909,2897280
1025,12,0,Roberto Donadoni,Bologna FC 1909,2897289
383,,2,Phillip Cocu,PSV Eindhoven,2928248
383,,0,Phillip Cocu,PSV Eindhoven,2994178
987,9,2,Stephen Robinson,Motherwell FC,3080264
1465,4,1,Marco Silva,GD Estoril Praia,2340349
368,7,3,Unai Emery,Sevilla FC,2341089
200,14,2,Jan Wouters,FC Utrecht,2342527
862,11,0,Giuseppe Sannino,Chievo Verona,2355585
130,8,2,Roberto Donadoni,Parma Calcio 1913,2359402
132,16,4,Robert Maaskant,NAC Breda,2459829
368,6,1,Unai Emery,Sevilla FC,2475338
862,16,0,Rolando Maran,Chievo Verona,2478820
5818,7,1,Jonas Dal,Hobro IK,2495714
601,9,2,Yves Vanderhaeghe,KV Kortrijk,2503715
172,7,3,Felice MazzÃ¹,RSC Charleroi,2512778
2778,6,1,Ã“lafur Helgi KristjÃ¡nsson,FC Nordsjaelland,2532502
5818,12,0,Ove Pedersen,Hobro IK,2581395
2990,17,1,Filipe Gouveia,AcadÃ©mica Coimbra,2609405
720,2,0,Julen Lopetegui,FC Porto,2609452
2990,17,2,Filipe Gouveia,AcadÃ©mica Coimbra,2613548
720,3,3,JosÃ© Peseiro,FC Porto,2613553
336,2,2,Jorge Jesus,Sporting CP,2613619
1075,4,0,Paulo Fonseca,SC Braga,2613690
172,6,0,Felice MazzÃ¹,RSC Charleroi,2662185
368,2,4,Jorge Sampaoli,Sevilla FC,2718876
1301,8,1,Daniel Ramos,CS MarÃ­timo,2720885
336,4,2,Jorge Jesus,Sporting CP,2720897
2477,10,0,Oleg Dulub,Karpaty Lviv (-2021),2731824
3057,6,3,Aleksandar Jankovic,Standard LiÃ¨ge,2732166
3729,14,0,Sergey Pavlov,Arsenal Tula,2758366
1075,,1,Jorge SimÃ£o,SC Braga,2777956
3057,9,0,Ricardo SÃ¡ Pinto,Standard LiÃ¨ge,2864899
22110,13,1,Christian LÃ¶nstrup,FC HelsingÃ¶r,2875089
7378,10,3,VÃ­tor Oliveira,Portimonense SC,2884421
336,3,1,Jorge Jesus,Sporting CP,2884457
1301,7,1,Daniel Ramos,CS MarÃ­timo,2884527
6574,16,2,Cristian Bucchi,US Sassuolo,2897278
4171,20,0,Roberto De Zerbi,Benevento Calcio,2897537
681,14,2,Eusebio,Real Sociedad,2899766
667,15,2,Thierry Laurey,RC Strasbourg Alsace,2942843
172,2,2,Felice MazzÃ¹,RSC Charleroi,2958572
2477,12,0,Oleg Boichyshyn,Karpaty Lviv (-2021),2985413
415,14,1,Alain Casanova,FC Toulouse,3047580
148,3,3,Mauricio Pochettino,Tottenham Hotspur,3050359
3057,4,0,Michel Preud'homme,Standard LiÃ¨ge,3059305
1075,1,1,Abel Ferreira,SC Braga,3069400
418,2,0,Julen Lopetegui,Real Madrid,3079399
1025,14,0,Roberto Donadoni,Bologna FC 1909,2604345
383,1,2,Mark van Bommel,PSV Eindhoven,3061056
1025,16,2,Filippo Inzaghi,Bologna FC 1909,3081059
1025,18,0,Filippo Inzaghi,Bologna FC 1909,3081199
11914,,3,Michel Leflochmoan,,2345109
2785,,0,Arik Gilrovich,,2351350
1415,,1,Vincenzo Vivarini,,2358328
1293,,0,Agnar Christensen,,2360967
14,,1,Nenad Bjelica,,2367041
1293,,0,Agnar Christensen,,2367226
31614,,1,Stoycho Stoev,,2367254
2497,,0,Sergio Egea,,2505200
1775,,0,Edgardo Bauza,,2518507
4297,,2,Quim Berto,,2587057
26,,0,Urs Fischer,,2668344
35,,1,Olaf JanÃŸen,,2864722
839,,4,Federico Giunti,,2905606
36972,,3,Vitali Semakin,,3085711
2150,,1,Zoran Mamic,,3136571
1837,,0,Sokratis Ofrydopoulos,,3146484
6992,,1,Roman Grygorchuk,Chornomorets Odessa,2345100
3057,,2,Guy Luzon,Standard LiÃ¨ge,2360926
5818,,5,,Hobro IK,2366506
1063,,1,,Viborg FF,2366507
1091,,0,Huub Stevens,PAOK Thessaloniki,2367310
723,,0,Fred Grim,Almere City FC,2367390
6992,,4,Roman Grygorchuk,Chornomorets Odessa,2367657
6992,,1,Roman Grygorchuk,Chornomorets Odessa,2421950
7378,,1,VÃ­tor MaÃ§Ã£s,Portimonense SC,2479510
1091,,6,Igor Tudor,PAOK Thessaloniki,2630718
47,,2,Nikolaos Papadopoulos,Iraklis Thessaloniki,2630730
1063,,2,Johnny MÃ¶lby,Viborg FF,2746849
336,,0,Jorge Jesus,Sporting CP,2755740
79,,6,Hannes Wolf,VfB Stuttgart,2864713
1091,,0,Razvan Lucescu,PAOK Thessaloniki,2905745
200,,6,Erik ten Hag,FC Utrecht,2920499
1091,,5,Razvan Lucescu,PAOK Thessaloniki,2978676
22110,,2,Christian LÃ¶nstrup,FC HelsingÃ¶r,3055431
2778,,1,Kasper Hjulmand,FC Nordsjaelland,3055774
2778,,4,Kasper Hjulmand,FC Nordsjaelland,3106429
987,4,1,Stephen Robinson,Motherwell FC,3201321
48332,8,1,Ruslan Kostyshyn,Kolos Kovalivka,3229069
1025,11,1,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3229168
1025,8,0,Miroslav Tanjga,Bologna FC 1909,3229208
1025,12,2,Miroslav Tanjga,Bologna FC 1909,3229257
1025,13,2,Miroslav Tanjga,Bologna FC 1909,3229304
48332,11,1,Ruslan Kostyshyn,Kolos Kovalivka,3420437
48332,6,0,Ruslan Kostyshyn,Kolos Kovalivka,3420674
1025,13,1,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3433314
1025,13,0,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3433368
1025,11,0,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3433476
467,8,1,Rogier Meijer,NEC Nijmegen,3597829
467,11,3,Rogier Meijer,NEC Nijmegen,3597889
467,9,1,Rogier Meijer,NEC Nijmegen,3597963
383,2,3,Roger Schmidt,PSV Eindhoven,3598038
467,9,1,Rogier Meijer,NEC Nijmegen,3598077
48332,9,1,Yaroslav Vyshnyak,Kolos Kovalivka,3602306
1025,13,3,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3614897
1025,13,1,Thiago Motta,Bologna FC 1909,3844869
467,10,3,Rogier Meijer,NEC Nijmegen,3852683
48332,6,1,Yaroslav Vyshnyak,Kolos Kovalivka,4062331
48332,9,0,Yaroslav Vyshnyak,Kolos Kovalivka,4070619
48332,8,1,Yaroslav Vyshnyak,Kolos Kovalivka,4120619
512,13,2,Tony Pulis,Stoke City,2225474
512,10,0,Tony Pulis,Stoke City,2250163
467,7,3,Alex Pastoor,NEC Nijmegen,2250375
1025,13,3,Stefano Pioli,Bologna FC 1909,2251430
512,10,1,Mark Hughes,Stoke City,2332019
512,16,0,Mark Hughes,Stoke City,2332162
987,3,1,Stuart McCall,Motherwell FC,2334956
987,2,0,Stuart McCall,Motherwell FC,2335012
987,2,3,Stuart McCall,Motherwell FC,2335025
10301,,0,Aleksandr Tarkhanov,,3232974
452,,1,Gerardo Seoane,,3252497
669,,0,Savo Milosevic,,3252507
8758,,0,Soulis Papadopoulos,,3256265
4608,,1,Marcello Troisi,,3280140
16253,,0,Brian McNaughton,,3288608
9,,1,Vasilios Vouzas,,3300410
337,,0,Pep Clotet,,3322357
26,,3,Marcel Koller,,3329381
12420,,0,Vladimir Arays,,3412112
6365,,0,Giorgi Chiabrishvili,,3451628
9439,,0,Massimo Pavanel,,3457981
56447,,8,Massimo Epifani,,3457984
197,,0,Vaclav Kotal,,3462282
413,,1,Dominik Thalhammer,,3462323
94,,1,Aleksey Shpilevski,,3601585
170,,0,Dietmar KÃ¼hbauer,,3651696
419,,1,Zeljko Kopic,,3683264
12335,,0,Neal Ardley,,3690518
36972,,0,Sergey Tashuev,,3693537
8933,,0,Paul Hartley,,3705085
3804,,0,Kevin Thomson,,3739475
5223,,1,Benyamin Lamm,,3838457
272,,2,Bartosz Grzelak,,3862470
5544,,0,Martin Svedik,,3889226
9439,,1,Stefano Vecchi,,3890701
447,,2,Valdas Dambrauskas,,3901610
22,,2,Paul Warne,,3911700
164,,12,Jon Dahl Tomasson,,3911708
2156,,1,JosÃ© Luis Oltra,,3912552
1008,,0,Toni Koskela,,3912561
122,,2,Christian Ilzer,,3912597
28457,,0,Kevin Rutkiewicz,,3950058
3062,,1,Georgios Simos,,3962956
3345,,1,VÃ­tor Martins,,3963041
710,,5,Albert Riera,,4138051
1839,,1,HallgrÃ­mur JÃ³nasson,,4148243
4097,,1,Vincenzo Vivarini,,4151667
1181,,0,Neil Critchley,,4164103
2784,,0,Ricardo SÃ¡ Pinto,,4166600
8174,,1,Marius Sumudica,,2246505
699,,0,Age Hareide,,2254394
759,,1,Orest Lenczyk,,2254991
2,,0,Franco Foda,,2258321
786,,0,Jorge Costa,,2262493
6028,,0,Barak Bakhar,,2262517
3391,,1,Nikolaos Papadopoulos,,2284512
1181,,1,Michael Appleton,,2285323
677,,1,Mick McCarthy,,2285324
920,,2,Declan Devine,,2321999
16242,,0,Sergey Esin,,2326523
2778,2,3,Flemming Pedersen,FC Nordsjaelland,3195499
1132,13,0,Sean Dyche,Burnley FC,3219319
3911,13,2,Olivier Dall'Oglio,Stade Brestois 29,3394791
28643,1,3,Nicky Hayen,SK Beveren,3413845
28643,16,1,Nicky Hayen,SK Beveren,3415360
172,4,2,Karim Belhocine,RSC Charleroi,3415422
720,3,2,SÃ©rgio ConceiÃ§Ã£o,FC Porto,3432048
336,1,2,RÃºben Amorim,Sporting CP,3432097
1301,4,3,Lito Vidigal,CS MarÃ­timo,3432159
6574,8,3,Roberto De Zerbi,US Sassuolo,3433553
79,17,2,Pellegrino Matarazzo,VfB Stuttgart,3588465
148,7,0,Antonio Conte,Tottenham Hotspur,3592094
2715,17,1,Jean-Louis Garcia,RFC Seraing,3598300
3057,14,0,Luka Elsner,Standard LiÃ¨ge,3598360
418,1,1,Carlo Ancelotti,Real Madrid,3610378
2990,,1,Rui Borges,AcadÃ©mica Coimbra,3616774
336,1,2,RÃºben Amorim,Sporting CP,3621357
1075,4,0,Carlos Carvalhal,SC Braga,3621456
1301,9,1,Vasco Seabra,CS MarÃ­timo,3621516
418,,2,Carlo Ancelotti,Real Madrid,3727223
667,16,2,Julien StÃ©phan,RC Strasbourg Alsace,3840077
3911,15,1,Ã‰ric Roy,Stade Brestois 29,3840214
475,8,2,Bernd Hollerbach,Sint-Truidense VV,3851194
1301,18,0,Vasco Seabra,CS MarÃ­timo,3869067
1075,2,1,Artur Jorge,SC Braga,3869120
720,2,3,SÃ©rgio ConceiÃ§Ã£o,FC Porto,3869273
1075,3,2,Artur Jorge,SC Braga,3869286
7378,14,0,Paulo SÃ©rgio,Portimonense SC,3869335
172,13,1,Yannick Ferrera,RSC Charleroi,2224880
79,11,1,Bruno Labbadia,VfB Stuttgart,2231617
1075,4,1,JosÃ© Peseiro,SC Braga,2240202
15,2,1,Sami HyypiÃ¤,Bayer 04 Leverkusen,2321046
20100,6,2,Ove Pedersen,FC Vestsjaelland,2329339
20100,9,2,Ove Pedersen,FC Vestsjaelland,2329423
2778,6,3,Kasper Hjulmand,FC Nordsjaelland,2329467
172,9,2,Felice MazzÃ¹,RSC Charleroi,2329714
720,3,0,LuÃ­s Castro,FC Porto,2340323
1465,5,1,Marco Silva,GD Estoril Praia,2340360
2990,9,1,SÃ©rgio ConceiÃ§Ã£o,AcadÃ©mica Coimbra,2340396
2990,8,0,SÃ©rgio ConceiÃ§Ã£o,AcadÃ©mica Coimbra,2340407
1075,7,2,Jesualdo Ferreira,SC Braga,2340412
3302,16,0,Francisco RodrÃ­guez,UD AlmerÃ­a,2341028
367,19,3,Paco JÃ©mez,Rayo Vallecano,2341083
1531,14,0,Fran EscribÃ¡,Elche CF,2341125
383,,0,Mark van Bommel,PSV Eindhoven,3252515
1025,12,2,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3433302
383,,0,Roger Schmidt,PSV Eindhoven,3683253
467,9,0,Alex Pastoor,NEC Nijmegen,2250430
1025,13,2,Stefano Pioli,Bologna FC 1909,2251614
512,12,0,Mark Hughes,Stoke City,2331976
2259,,0,Bruno Akrapovic,,3232998
4146,,0,Ivan Javorcic,,3240341
540,,1,Jan Kozak,,3252529
1072,,2,Darren Ferguson,,3300769
11123,,2,Armen Stepanyan,,3376119
419,,0,Zoran Mamic,,3534273
2802,,0,Ian Murray,,3705092
3537,,1,Lewis Young,,3911714
3345,,1,HorÃ¡cio GonÃ§alves,,2247457
3691,,2,Vasiliy Baskakov,Tom Tomsk,3245900
720,,2,SÃ©rgio ConceiÃ§Ã£o,FC Porto,3252521
2414,,3,Bo Henriksen,AC Horsens,3266298
132,,1,Ruud Brood,NAC Breda,3277207
15,,0,Peter Bosz,Bayer 04 Leverkusen,3462296
148,,3,JosÃ© Mourinho,Tottenham Hotspur,3462314
368,,0,Julen Lopetegui,Sevilla FC,3651137
200,,3,Henk Fraser,FC Utrecht,3935091
1465,,2,NÃ©lson VerÃ­ssimo,GD Estoril Praia,3963039
200,,3,Michael Silberbauer,FC Utrecht,3998925
15,,1,Sascha Lewandowski,Bayer 04 Leverkusen,2262413
148,,1,AndrÃ© Villas-Boas,Tottenham Hotspur,2262434
383,,0,Dick Advocaat,PSV Eindhoven,2262462
467,18,1,Anton Janssen,NEC Nijmegen,2342339
383,1,3,Phillip Cocu,PSV Eindhoven,2459612
383,1,3,Phillip Cocu,PSV Eindhoven,2459715
383,1,4,Phillip Cocu,PSV Eindhoven,2459784
987,10,0,Stuart McCall,Motherwell FC,2488252
987,11,2,Ian Baraclough,Motherwell FC,2529648
512,14,0,Mark Hughes,Stoke City,2578015
383,,3,Phillip Cocu,PSV Eindhoven,2594063
383,,7,Phillip Cocu,PSV Eindhoven,2645819
467,14,0,Peter Hyballa,NEC Nijmegen,2700676
383,3,0,Phillip Cocu,PSV Eindhoven,2700736
383,3,1,Phillip Cocu,PSV Eindhoven,2700778
467,10,0,Peter Hyballa,NEC Nijmegen,2700805
383,3,3,Phillip Cocu,PSV Eindhoven,2700853
1025,14,3,Roberto Donadoni,Bologna FC 1909,2726640
1025,14,1,Roberto Donadoni,Bologna FC 1909,2726704
1025,15,1,Roberto Donadoni,Bologna FC 1909,2726724
1025,14,0,Roberto Donadoni,Bologna FC 1909,2726764
987,6,0,Mark McGhee,Motherwell FC,2728520
512,14,1,Mark Hughes,Stoke City,2872213
383,1,2,Phillip Cocu,PSV Eindhoven,2877340
383,1,3,Phillip Cocu,PSV Eindhoven,2888352
987,4,1,Stephen Robinson,Motherwell FC,2903757
987,6,0,Stephen Robinson,Motherwell FC,2903811
987,7,1,Stephen Robinson,Motherwell FC,2986433
383,2,2,Mark van Bommel,PSV Eindhoven,3052119
987,9,2,Stephen Robinson,Motherwell FC,3080320
1025,18,2,Filippo Inzaghi,Bologna FC 1909,3081218
1025,12,3,SiniÅ¡a MihajloviÄ‡,Bologna FC 1909,3081393
467,,3,Jack de Gier,NEC Nijmegen,3097329
195,,1,Per Joar Hansen,,2345104
4104,,0,Roberto Miggiano,,2351296
34205,,0,Fabio NisticÃ²,,2351300
255,,0,Jan Urban,,2367199
144,,0,Matjaz Kek,,2367268
8715,,1,Cristian Pustai,,2367320
648,,0,Ãlvaro Cervera,,2367607
7474,,0,Hein van  Heek,,2370535
3345,,0,Pedro Correia,,2382301
2963,,1,Gary Rowett,,2387458
26,,0,Murat Yakin,,2449292
7153,,1,Jorge PaixÃ£o,,2460579
195,,0,Kare Ingebrigtsen,,2477408
318,,2,Jan Kocian,,2480855
1047,,3,Giovanni Colella,,2484258
384,,0,Ron Elsen,,2500761
3456,,0,Gary Mills,,2517327
3348,,4,PorfÃ­rio Amorim,,2524729
10140,,0,Francisco ChalÃ³,,2524734
466,,3,Simon Grayson,,2530778
5227,,7,Jorge Andrade,,2587062
170,,3,Zoran Barisic,,2602933
829,,0,Kostas Kaiafas,,2604912
496,,2,Age Hareide,,2609558
1058,,2,Dag-Eilev Fagermo,,2613523
22010,,2,Roman Grygorchuk,,2613762
2,,0,Konrad FÃ¼nfstÃ¼ck,,2615045
10482,,0,Vladimir Weiss,,2615061
419,,0,Zoran Mamic,,2618620
713,,0,Aleksandr Ermakovich,,2618635
6422,,0,Ruslan Zabranskyi,,2627934
3023,,0,Stevie Aitken,,2662612
168,,1,Piotr Stokowiec,,2725294
31614,,0,Georgi Dermendzhiev,,2754914
22010,,0,Roman Grygorchuk,,2765923
2929,,1,OnÃ©simo SÃ¡nchez,,2767534
988,,2,Michael Appleton,,2819147
312,,0,Cosmin Contra,,2887623
122,,1,Franco Foda,,2894068
429,,1,Sofronios Avgousti,,2894114
5874,,0,Tom SÃ¶jberg,,2911726
790,,1,Darko Milanic,,2917429
5545,,0,Bohumil Panik,,2919816
4084,,1,Roberto Venturato,,2976947
1045,,1,Kevin Nolan,,2984207
3054,,0,Paul Hurst,,2988375
9439,,0,Domenico Toscano,,3084025
12346,,1,Paolo Amodio,,3087350
4554,,2,Paolo Zanetti,,3089424
496,,0,Uwe RÃ¶sler,,3098676
170,,1,Dietmar KÃ¼hbauer,,3098694
853,,2,Dino ToppmÃ¶ller,,3098765
170,,2,Dietmar KÃ¼hbauer,,3098768
1072,,0,Steve Evans,,3136613
3302,19,0,Francisco RodrÃ­guez,UD AlmerÃ­a,2341326
862,15,1,Eugenio Corini,Chievo Verona,2359353
1301,,0,Pedro Martins,CS MarÃ­timo,2382305
720,2,1,Julen Lopetegui,FC Porto,2466857
20100,9,2,Michael Hansen,FC Vestsjaelland,2469411
20100,8,1,Michael Hansen,FC Vestsjaelland,2469469
3302,10,2,Francisco RodrÃ­guez,UD AlmerÃ­a,2475213
1531,16,2,Fran EscribÃ¡,Elche CF,2475244
418,1,4,Carlo Ancelotti,Real Madrid,2475328
681,12,2,David Moyes,Real Sociedad,2475403
418,1,2,Carlo Ancelotti,Real Madrid,2475415
1531,15,0,Fran EscribÃ¡,Elche CF,2475444
1465,11,0,JosÃ© Couceiro,GD Estoril Praia,2480123
2990,16,0,Paulo SÃ©rgio,AcadÃ©mica Coimbra,2490871
336,3,1,Marco Silva,Sporting CP,2512218
2778,10,3,Ã“lafur Helgi KristjÃ¡nsson,FC Nordsjaelland,2581231
114,,1,Senol GÃ¼nes,Besiktas JK,2618988
28643,11,1,Stijn Vreven,SK Beveren,2640899
15,,1,Roger Schmidt,Bayer 04 Leverkusen,2646015
7378,,1,JosÃ© Augusto,Portimonense SC,2663487
28643,14,0,Stijn Vreven,SK Beveren,2705351
1075,4,3,JosÃ© Peseiro,SC Braga,2720771
1301,8,1,Daniel Ramos,CS MarÃ­timo,2720883
475,12,1,Ivan Leko,Sint-Truidense VV,2732173
172,4,2,Felice MazzÃ¹,RSC Charleroi,2732199
28643,10,2,Cedomir Janevski,SK Beveren,2732271
148,,0,Mauricio Pochettino,Tottenham Hotspur,2754923
368,,0,Jorge Sampaoli,Sevilla FC,2810019
1465,18,0,Pedro Emanuel,GD Estoril Praia,2883713
172,1,0,Felice MazzÃ¹,RSC Charleroi,2906872
601,13,1,Giannis Anastasiou,KV Kortrijk,2933504
415,17,1,Pascal Dupraz,FC Toulouse,2942727
475,6,1,Jonas De Roeck,Sint-Truidense VV,2958619
720,,3,SÃ©rgio ConceiÃ§Ã£o,FC Porto,2987143
2414,7,0,Bo Henriksen,AC Horsens,3063727
681,13,2,Imanol Alguacil,Real Sociedad,3079518
6574,6,2,Roberto De Zerbi,US Sassuolo,3081132
862,20,1,Domenico Di Carlo,Chievo Verona,3081179
130,12,3,Roberto D'Aversa,Parma Calcio 1913,3081288
172,8,2,Felice MazzÃ¹,RSC Charleroi,3139991
28643,15,3,Adnan Custovic,SK Beveren,3140032
681,6,2,Imanol Alguacil,Real Sociedad,3208700
418,1,2,ZinÃ©dine Zidane,Real Madrid,3210061
2778,9,2,Flemming Pedersen,FC Nordsjaelland,3210385
383,7,0,Phillip Cocu,PSV Eindhoven,2342525
383,1,2,Phillip Cocu,PSV Eindhoven,2459767
1025,14,0,Roberto Donadoni,Bologna FC 1909,2604325
159,,1,Slavisa Stojanovic,,2351364
790,,1,Ante Simundza,,2495348
2374,,1,Aleksandr Pobegalov,,2507224
2655,,1,Pasquale Marino,,2611220
697,,0,Jindrich Trpisovsky,,2765914
4297,,0,JoÃ£o EusÃ©bio,,2777943
23613,,0,Kris Hunter,,2802947
2784,,0,Georgios Donis,,2917371
990,,1,Mark Robins,,3000027
4324,,1,Alessio Dionisi,,3084022
10625,,0,Qurban Qurbanov,,3098667
22,,1,Frank Lampard,,3156274
4171,,2,Guido Carboni,Benevento Calcio,2358329
114,,1,Slaven Bilic,Besiktas JK,2360923
1465,,2,Marco Silva,GD Estoril Praia,2360971
2414,,3,Johnny MÃ¶lby,AC Horsens,2366513
6992,,1,Roman Grygorchuk,Chornomorets Odessa,2367291
3302,,1,Francisco RodrÃ­guez,UD AlmerÃ­a,2388763
2477,,4,Igor Jovicevic,Karpaty Lviv (-2021),2486125
20100,,3,Michael Hansen,FC Vestsjaelland,2508410
720,,1,Julen Lopetegui,FC Porto,2517519
22110,,3,,FC HelsingÃ¶r,2587788
20100,,3,,FC Vestsjaelland,2614494
3057,,0,Slavoljub Muslin,Standard LiÃ¨ge,2615063
22110,,6,,FC HelsingÃ¶r,2702869
1091,,3,Vladimir Ivic,PAOK Thessaloniki,2740220
1237,,1,Chris Hughton,Brighton & Hove Albion,2816200
15,,3,Heiko Herrlich,Bayer 04 Leverkusen,2864735
336,,1,Jorge Jesus,Sporting CP,3009826
