away_club_id,away_club_position,away_club_goals,away_club_manager_name,away_club_name,game_id
366,12,0,Sergio,Real Valladolid CF,3079466
1049,15,0,Marcelino,Valencia CF,3079475
3368,10,0,Paco LÃ³pez,Levante UD,3080781
5,7,4,Gennaro Gattuso,AC Milan,3080995
1038,6,4,Marco Giampaolo,UC Sampdoria,3081193
252,13,0,Cesare Prandelli,Genoa CFC,3081295
2740,5,1,Vasyl Sachko,Vorskla Poltava,3083976
1455,,0,GÃ©rard de Nooijer,FC Dordrecht,3097385
141,,0,Fatih Terim,Galatasaray,3097986
520,10,1,Laurent Guyot,Cercle Brugge,3117074
3508,13,2,Francky Dury,SV Zulte Waregem,3136366
157,5,2,Jess Thorup,KAA Gent,3140038
1268,13,1,Alfons Groenendijk,ADO Den Haag,3141065
202,9,0,Danny Buijs,FC Groningen,3141122
41,,2,Hannes Wolf,Hamburger SV,3158829
1082,7,1,Christophe Galtier,LOSC Lille,3199450
583,1,2,Thomas Tuchel,Paris Saint-Germain,3199483
1421,10,0,David Guion,Stade Reims,3199600
13,4,1,Diego Simeone,AtlÃ©tico de Madrid,3208759
1244,20,0,Javier Aguirre,CD LeganÃ©s,3208790
714,20,0,Pablo MachÃ­n,RCD Espanyol Barcelona,3208799
605,6,2,Apostolos Terzis,Aris Thessaloniki,3209367
1050,5,1,Javier Calleja,Villarreal CF,3210140
678,5,1,David Nielsen,Aarhus GF,3210377
206,4,2,Niels Frederiksen,BrÃ¶ndby IF,3210440
265,10,2,Georgios Donis,Panathinaikos Athens,3210467
2457,11,0,Silas,B SAD,3211335
3329,1,2,JoÃ£o Pedro Sousa,FC FamalicÃ£o,3211425
979,12,1,VÃ­tor Campelos,Moreirense FC,3211435
2423,9,0,JoÃ£o Henriques,CD Santa Clara,3211447
3336,18,0,Leandro Pires,Desportivo Aves (- 2020),3211467
2424,9,1,VÃ­tor Oliveira,Gil Vicente FC,3211794
2425,5,1,Carlos Carvalhal,Rio Ave FC,3212607
7179,14,0,Natxo GonzÃ¡lez,CD Tondela,3212634
3336,18,0,Nuno Manta Santos,Desportivo Aves (- 2020),3212656
1184,8,4,Felice MazzÃ¹,KRC Genk,3216740
31,1,3,JÃ¼rgen Klopp,Liverpool FC,3219206
3205,14,1,Hikmet Karaman,Kayserispor,3221087
2381,4,3,Riza Calimbay,Sivasspor,3223220
2293,17,0,BÃ¼lent Korkmaz,Konyaspor,3223266
252,19,1,Aurelio Andreazzoli,Genoa CFC,3229242
5,12,1,Stefano Pioli,AC Milan,3229305
252,17,2,Davide Nicola,Genoa CFC,3229439
12,5,3,Paulo Fonseca,AS Roma,3229481
1038,15,1,Claudio Ranieri,UC Sampdoria,3229543
932,,2,Yuri Semin,Lokomotiv Moscow,3252153
234,,2,Dick Advocaat,Feyenoord Rotterdam,3252545
1435,,3,Jack de Gier,Go Ahead Eagles,3252864
3508,7,0,Francky Dury,SV Zulte Waregem,3266503
1245,13,2,BeÃ±at San JosÃ©,KAS Eupen,3266618
964,1,1,Sergey Semak,Zenit St. Petersburg,3274530
417,2,2,Patrick Vieira,OGC Nice,3394574
273,5,2,Julien StÃ©phan,Stade Rennais FC,3394763
60,7,3,Christian Streich,SC Freiburg,3412891
33,18,0,Dimitrios Grammozis,FC Schalke 04,3412953
16,5,3,Edin Terzic,Borussia Dortmund,3412990
533,11,0,Sebastian HoeneÃŸ,TSG 1899 Hoffenheim,3413052
533,12,1,Sebastian HoeneÃŸ,TSG 1899 Hoffenheim,3413057
18,8,2,Marco Rose,Borussia MÃ¶nchengladbach,3413143
39,17,0,Bo Svensson,1.FSV Mainz 05,3413170
1245,16,0,BeÃ±at San JosÃ©,KAS Eupen,3415262
2727,9,3,Marc Brys,Oud-Heverlee Leuven,3415270
1184,11,1,Jess Thorup,KRC Genk,3415307
41274,5,5,HernÃ¡n Losada,Beerschot V.A.,3415338
1096,5,3,Ivan Leko,Royal Antwerp FC,3415388
1245,15,0,BeÃ±at San JosÃ©,KAS Eupen,3415469
58,4,3,Vincent Kompany,RSC Anderlecht,3415486
11,15,0,Mikel Arteta,Arsenal FC,3421780
6890,17,0,Okan Buruk,Basaksehir FK,3426663
2293,11,1,Ismail Kartal,Konyaspor,3426945
2832,7,1,Ricardo SÃ¡ Pinto,Gaziantep FK,3427078
180,14,1,Ralph HasenhÃ¼ttl,Southampton FC,3429780
29,8,0,Carlo Ancelotti,Everton FC,3429793
2424,15,1,Rui Almeida,Gil Vicente FC,3432016
2425,12,0,Miguel Cardoso,Rio Ave FC,3432201
7179,12,2,Pako AyestarÃ¡n,CD Tondela,3432241
7179,10,0,Pako AyestarÃ¡n,CD Tondela,3432260
46,1,5,Antonio Conte,Inter Milan,3433185
416,16,3,Marco Giampaolo,Torino FC,3433234
430,16,1,Giuseppe Iachini,ACF Fiorentina,3433486
410,11,4,Luca Gotti,Udinese Calcio,3433513
16704,,2,Murad Musaev,FK Krasnodar,3450463
610,1,3,Erik ten Hag,Ajax Amsterdam,3450597
1304,12,0,Frank Wormuth,Heracles Almelo,3450666
131,3,2,Ronald Koeman,FC Barcelona,3451104
3709,12,0,Pepe BordalÃ¡s,Getafe CF,3451137
13,1,0,Diego Simeone,AtlÃ©tico de Madrid,3451392
16795,8,1,Diego MartÃ­nez,Granada CF,3451420
2425,,5,MÃ¡rio Silva,Rio Ave FC,3451614
5724,8,0,Thomas Thomasberg,Randers FC,3457407
865,3,1,Brian Priske,FC Midtjylland,3457415
133,,7,Henk de Jong,SC Cambuur Leeuwarden,3462162
265,5,1,LÃ¡szlÃ³ BÃ¶lÃ¶ni,Panathinaikos Athens,3487176
16,,3,Edin Terzic,Borussia Dortmund,3496454
985,,4,Ole Gunnar Solskjaer,Manchester United,3496469
865,1,2,Bo Henriksen,FC Midtjylland,3580238
5724,6,0,Thomas Thomasberg,Randers FC,3580316
18,16,0,Adi HÃ¼tter,Borussia MÃ¶nchengladbach,3588151
533,10,0,Sebastian HoeneÃŸ,TSG 1899 Hoffenheim,3588200
23826,3,1,Domenico Tedesco,RB Leipzig,3588590
399,18,0,Marcelo Bielsa,Leeds United,3592093
543,8,2,Bruno Lage,Wolverhampton Wanderers,3592256
1038,,2,Walter Zenga,UC Sampdoria,2604928
40426,,1,Dmitriy Parfenov,FC Tosno (-2018),2616674
2698,,1,Valeriy Chalyi,Rubin Kazan,2618724
33,,3,AndrÃ© Breitenreiter,FC Schalke 04,2618741
1053,,4,,Aalborg BK,2620166
2687,,1,Claudio BarragÃ¡n,CÃ¡diz CF,2621126
16704,,1,Oleg Kononov,FK Krasnodar,2626914
798,,3,Alfons Groenendijk,Excelsior Rotterdam,2629048
206,,1,Thomas Frank,BrÃ¶ndby IF,2631294
13,,2,Diego Simeone,AtlÃ©tico de Madrid,2633812
621,,2,Ernesto Valverde,Athletic Bilbao,2633814
1031,,2,John Still,Luton Town,2636245
65,,4,Stefan Ruthenbeck,SpVgg Greuther FÃ¼rth,2699112
23826,,6,Ralph HasenhÃ¼ttl,RB Leipzig,2699119
533,,6,Julian Nagelsmann,TSG 1899 Hoffenheim,2699120
167,,2,Dirk Schuster,FC Augsburg,2699123
683,,0,VÃ­ctor SÃ¡nchez,Olympiacos Piraeus,2722471
58,,3,RenÃ© Weiler,RSC Anderlecht,2740232
371,,0,Brendan Rodgers,Celtic FC,2740483
26459,,2,,NK Veres Rivne,2750714
1177,,3,Peter SÃ¶rensen,Silkeborg IF,2760171
5724,,3,Ã“lafur Helgi KristjÃ¡nsson,Randers FC,2760181
1090,,1,John van den Brom,AZ Alkmaar,2765912
621,,1,Ernesto Valverde,Athletic Bilbao,2765929
399,,2,Garry Monk,Leeds United,2808915
27,,5,Carlo Ancelotti,Bayern Munich,2864712
33,,2,Domenico Tedesco,FC Schalke 04,2864739
124,,0,Pedro Caixinha,Rangers FC,2866265
369,,1,David Nielsen,Lyngby BK,2882187
40,,0,Jocelyn Gourvennec,FC Girondins Bordeaux,2894101
370,,0,Derek McInnes,Aberdeen FC,2894115
3714,,9,Dmitriy Alenichev,Enisey Krasnoyarsk,2906698
31,,7,JÃ¼rgen Klopp,Liverpool FC,2917398
964,,1,Roberto Mancini,Zenit St. Petersburg,2919870
3,,0,Stefan Ruthenbeck,1.FC KÃ¶ln,2919927
979,,0,Manuel Machado,Moreirense FC,2923574
865,,7,Jess Thorup,FC Midtjylland,2923782
5724,,2,Ã“lafur Helgi KristjÃ¡nsson,Randers FC,2923783
13,,4,Diego Simeone,AtlÃ©tico de Madrid,2978831
1110,,2,David Wagner,Huddersfield Town,2984204
1003,,5,Claude Puel,Leicester City,2990425
2288,,0,Carlos Carvalhal,Swansea City,3000026
398,,1,Simone Inzaghi,SS Lazio,3018986
33,,2,Domenico Tedesco,FC Schalke 04,3048427
610,,3,Erik ten Hag,Ajax Amsterdam,3052506
124,,0,Steven Gerrard,Rangers FC,3055739
28095,,1,Sergey Tomarov,FK Ufa,3076931
499,,2,Leonid Slutski,Vitesse Arnhem,3076978
14589,,2,Vladimir Fedotov,FK Orenburg,3096320
385,,5,RenÃ© Eijer,Fortuna Sittard,3097386
985,,3,JosÃ© Mourinho,Manchester United,3097970
40,,0,Eric Bedouet,FC Girondins Bordeaux,3098663
232,,0,Massimo Carrera,Spartak Moscow,3098672
89,,6,Urs Fischer,1.FC Union Berlin,3195513
86,,6,Florian Kohfeldt,SV Werder Bremen,3195521
24,,5,Adi HÃ¼tter,Eintracht Frankfurt,3195531
27,,3,Niko Kovac,Bayern Munich,3195536
10690,,3,Viktor Skrypnyk,Zorya Lugansk,3222985
610,,0,Erik ten Hag,Ajax Amsterdam,3243582
24,,2,Adi HÃ¼tter,Eintracht Frankfurt,3245525
5724,,4,Thomas Thomasberg,Randers FC,3250274
2410,,0,Viktor Goncharenko,CSKA Moscow,3252500
1269,,3,John Stegeman,PEC Zwolle,3252863
1426,,4,Robert Maaskant,VVV-Venlo,3264072
2448,,1,JosÃ© Alberto LÃ³pez,Sporting GijÃ³n,3283228
2759,,0,Stuart Kettlewell,Ross County FC,3288596
985,,6,Ole Gunnar Solskjaer,Manchester United,3310418
985,,3,Ole Gunnar Solskjaer,Manchester United,3322360
82,,4,Oliver Glasner,VfL Wolfsburg,3422871
3714,,0,Aleksandr Alferov,Enisey Krasnoyarsk,3434858
28095,,4,Rashid Rakhimov,FK Ufa,3434866
3690,,3,Aleksey Poddubskiy,SKA Khabarovsk,3434879
6993,,3,Ostap Markevych,FK Mariupol,3451537
2919,,4,Cristian Brocchi,AC Monza,3461276
338,,2,Mircea Lucescu,Dynamo Kyiv,3461745
13,,2,Diego Simeone,AtlÃ©tico de Madrid,3461809
371,,1,Neil Lennon,Celtic FC,3462332
105,,3,Markus Anfang,SV Darmstadt 98,3485238
1050,,6,Unai Emery,Villarreal CF,3487500
1084,,4,Sergio Pellicer,MÃ¡laga CF,3487514
366,,3,Sergio,Real Valladolid CF,3497862
281,,3,Pep Guardiola,Manchester City,3508015
6160,,3,Anton Janssen,,2597528
7197,,0,Vittorio Belotti,,2599284
1047,,0,Carlo Sabatini,,2599301
238,,0,Maciej Skorza,,2601006
409,,0,Peter Zeidler,,2602149
260,,1,Massimo Rizzo,,2604790
6028,,1,Salah Hasarma,,2604906
419,,2,Zoran Mamic,,2609557
4057,,0,Oleg Veretennikov,,2616660
1180,,0,Vuk Rasovic,,2618730
3804,,0,Tam Courts,,2621372
10627,,0,Eduard Demin,,2623417
6419,,2,Igor Vasiljev,,2623419
3892,,2,Mitchell van der Gaag,,2627506
10803,,1,Jochem Twisker,,2629044
5051,,1,No Name,,2630389
49734,,1,Jordi Fabregat,,2630513
2705,,1,Vladimir Kukhlevskiy,,2632636
16612,,3,Igor Pyvin,,2632638
9153,,1,Andy Leese,,2636225
10391,,1,Chris Todd,,2636229
2814,,0,Justin Edinburgh,,2636236
3016,,1,Dick Campbell,,2637680
3716,,1,John Sheridan,,2642853
164,,2,Paul Lambert,,2646155
23337,,1,Gordon Connelly,,2646707
12732,,3,Wilfred van Leeuwen,,2647588
1302,,0,Chris Wilder,,2655356
43162,,0,Viktors Dobrecovs,,2700261
27843,,0,Colin Caton,,2700345
6017,,0,Kari Virtanen,,2700347
448,,1,Nenad Lalatovic,,2700349
2950,,1,Giorgi Tsetsadze,,2700362
5862,,0,Miran Srebrnic,,2700366
5689,,0,Jacek Zielinski,,2700375
3237,,6,Willum ThÃ³r ThÃ³rsson,,2700391
4949,,0,Slobodan Draskovic,,2700402
11107,,0,Henning Berg,,2700404
503,,3,Oliver Lederer,,2700425
1008,,1,Mika Lehkosuo,,2711511
1109,,0,Peter Gerhardsson,,2711549
669,,3,Ivan Tomic,,2711557
17399,,0,Mikhail Solovjev,,2713222
31614,,4,Georgi Dermendzhiev,,2722514
2784,,1,Thomas Christiansen,,2723376
10907,,2,Balta SÃ¡nchez,,2725555
16602,,0,Manu Calleja,,2725561
255,,2,Besnik Hasi,,2740115
13290,,0,Bent Christensen,,2746853
5776,,4,Jesper SÃ¶rensen,,2746854
12275,,3,Anders Jensen,,2746855
22235,,5,Carsten Hemmingsen,,2746862
119,,4,Shota Arveladze,,2752502
3834,,0,Vadim Khafizov,,2752909
21322,,0,Juanito,,2757292
3020,,1,Jim Goodwin,,2771912
988,,5,Michael Appleton,,2772589
3885,,0,Graham Drury,,2772610
10391,,2,Martin Allen,,2803324
22687,,1,Gary Hackett,,2808914
11177,,0,Uwe RÃ¶sler,,2808929
790,,2,Darko Milanic,,2866154
534,,0,Naci Sensoy,,2866177
1033,,0,Ã“lafur JÃ³hannesson,,2866184
282,,1,Mehmed Janjos,,2866196
1002,,0,Arno Pijpers,,2866204
1242,,0,Goran Sablic,,2866252
602,,1,Valdas Dambrauskas,,2867267
28936,,1,Marek Zub,,2867271
29914,,3,Oleg Fedorchuk,,2873428
22112,,1,,,2874409
5733,,1,Kenneth JÃ¶rgensen,,2874424
3237,,1,Willum ThÃ³r ThÃ³rsson,,2882172
43162,,1,Tamaz Pertia,,2882200
27774,,0,John Caulfield,,2882212
22783,,1,Sergei Terehhov,,2882227
11125,,5,Vadim Evseev,,2882505
713,,3,Aleksandr Ermakovich,,2884183
53645,,2,,,2887178
941,,2,Pavel Vrba,,2887553
301,,4,Nicolae Dica,,2887567
1167,,1,Qatip Osmani,,2894063
11976,,0,Jeff Strasser,,2894095
197,,0,Andrea Stramaccioni,,2894118
8047,,1,Vladimir Cheburin,,2894129
12045,,1,Andrey Mulikov,,2894167
5621,,2,Leonardo Menichini,,2894716
4324,,1,Emanuele Filippini,,2894725
1408,,2,Arnaldo Franzini,,2901871
11107,,0,Marko Nikolic,,2904771
38456,,6,MartÃ­n Posse,,2911676
4542,,4,RubÃ©n de la Barrera,,2911692
2790,,1,Pierluigi Tami,,2919801
2790,,2,Pierluigi Tami,,2919928
16022,,1,JosÃ© JesÃºs Aybar,,2922691
23297,,0,Henrik Lehm,,2928952
23692,,1,Chris Geddes,,2930329
2436,,0,John Askey,,2949837
2455,,2,Darrell Clarke,,2949855
9605,,3,Sammy Moore,,2958595
9605,,1,Sammy Moore,,2973439
4035,,0,Diego Alonso,,2981468
33741,,2,Bekim Isufi,,3050089
2481,,1,Goran Sablic,,3052481
21532,,0,Stephen Baxter,,3052487
11479,,1,Oscar Lasagni,,3052573
156,,0,Delio Rossi,,3052835
282,,2,Husref Musemic,,3053051
947,,3,Danny Jung,,3055421
5776,,6,,,3055472
709,,1,Attila Supka,,3055692
29831,,2,Gheorghe Hagi,,3055708
22010,,1,Sanan Qurbanov,,3055767
8031,,0,Roberto Bordin,,3055771
4529,,2,Marco Rossi,,3055777
9547,,0,Raymond Bronkhorst,,3066424
353,,0,JÃ¶rgen Lennartsson,,3071946
413,,2,Oliver Glasner,,3071947
40896,,6,Sergey Zagidullin,,3072586
31614,,0,Paulo Autuori,,3076545
1002,,0,Arno Pijpers,,3076559
365,,2,Radoslav Latal,,3076732
15276,,1,Vladimir Gacinovic,,3076832
51327,,2,Massimo Gardano,,3077545
6692,,3,William Viali,,3077600
6672,,0,Maksim Vasiljev,,3078592
12420,,2,Vladimir Arays,,3079230
33734,,0,Giuseppe Scienza,,3084021
1008,,0,Mika Lehkosuo,,3087297
540,,0,Martin Sevela,,3087335
6131,,0,Aleksey Shpilevski,,3087354
55329,,0,Oleg Yakovlev,,3091157
119,,1,Vladimir Ivic,,3093509
40572,,0,Scott Calderwood,,3097383
2821,,0,Robbert de Ruiter,,3097392
20108,,3,,,3098639
22235,,4,Carsten Hemmingsen,,3106431
13677,,0,Ian Little,,3118723
44482,,4,Stephen Swift,,3118732
986,,3,Joe Dunne,,3119700
2796,,1,Alan Dowson,,3126562
1220,,0,John Sheridan,,3126564
2150,,7,Zoran Mamic,,3136248
67901,,1,Dimitrios Tobazis,,3178966
35452,,5,Dimitrios Mouroutis,,3178975
67901,,1,Dimitrios Tobazis,,3178976
7977,,1,Konstantinos Psyropoulos,,3178979
35,,7,Jos Luhukay,,3195547
156,,2,Petar Hubchev,,3205076
57890,,2,Aftandil Haciyev,,3205114
10695,,1,Sergey Tashuev,,3205125
1002,,2,JÃ¼rgen Henn,,3207276
255,,0,Aleksandar Vukovic,,3209381
2481,,3,Zoran Zekic,,3211525
419,,2,Nenad Bjelica,,3222658
195,,1,Eirik Horneland,,3222662
272,,1,Rikard Norling,,3222665
41133,,0,Giorgi Chiabrishvili,,3222673
122,,0,Nestor El Maestro,,3222971
1322,,1,Petr Rada,,3222975
163,,0,Mario Frick,,3222977
327,,0,Dino Skender,,3222986
365,,0,Ricardo ChÃ©u,,3222996
255,,0,Aleksandar Vukovic,,3223010
10301,,0,Aleksandr Tarkhanov,,3223012
13175,,1,Henrik Johannesen,,3224799
29391,,1,Jesper HÃ¶jlund,,3224802
5904,,3,,,3224821
11135,,3,Anton Sychev,,3227376
54924,,1,Vladimir Kazakov,,3227389
34156,,0,Jochem Twisker,,3232148
8047,,2,Vladimir Cheburin,,3232463
3471,,2,David Healy,,3232965
272,,2,Rikard Norling,,3232981
67976,,1,Aleksandr Sokolov,,3234716
1408,,1,Arnaldo Franzini,,3240354
8047,,2,Vladimir Cheburin,,3244627
70489,,2,Paschalis Dimitriou,,3248600
4591,,0,Spyros Evangelou,,3248603
72187,,1,Giannis Florakis,,3248604
2670,,3,Dimitrios Terezopoulos,,3248614
3732,,7,,,3250264
2790,,1,Fabio Celestini,,3252465
2815,,5,Kevin Waalderbos,,3252849
6160,,1,Jan de Jonge,,3263666
43857,,5,Eric Heerings,,3264078
52458,,0,Pablo Detori,,3269691
988,,2,Karl Robinson,,3276877
48,,3,Christian Eichner,,3279217
38456,,1,RaÃºl Garrido,,3286263
13231,,1,Aitor Calle,,3286267
630,,0,CristÃ³bal Parralo,,3286273
12065,,2,Aleksandr Akimov,,3288449
44194,,3,Javi SÃ¡nchez,,3288467
6432,,0,Yuri Gazzaev,,3288627
3342,,6,MoÃ¯n Chaabani,,3291617
26,,3,Marcel Koller,,3291988
37029,,0,Andrey Meshchaninov,,3294208
3716,,0,Michael Flynn,,3300765
2577,,1,Dave Challinor,,3300773
17436,,2,Sergey Vylezhanin,,3376113
33536,,1,Aleksandr Bodrov,,3384135
40896,,6,,,3385555
20535,,3,Eduard Sarkisov,,3385616
55329,,1,Oleg Yakovlev,,3407711
3471,,0,David Healy,,3419683
1115,,1,Gavin Chesterfield,,3419747
35545,,4,Aleksandar Nedovic,,3419748
48325,,0,Oleg Kononov,,3419783
2573,,1,Amar Osim,,3424028
31276,,4,Serghei Cebotari,,3424060
5781,,7,Martin Thomsen,,3430376
5714,,1,Michael JÃ¶rgensen,,3430398
6130,,1,Steef Roodakkers,,3430997
2976,,2,Yossi Abukasis,,3433597
12043,,2,Gennadiy Bondaruk,,3434778
3723,,3,Sergey Mashnin,,3434782
17399,,1,Dmitriy Iryshkov,,3434785
12052,,3,Vladimir Volkov,,3434799
49939,,1,Bruno Trocini,,3441899
6089,,0,Vincenzo Feola,,3457986
4172,,1,Luca D'Angelo,,3461282
22692,,1,Paul McNally,,3484178
3884,,4,Glyn Hodges,,3484182
11143,,5,Steve Smith,,3484185
1098,,2,Jim Gannon,,3484199
22563,,0,David Oldfield,,3485550
11596,,2,Juan Anquela,,3487521
16196,,1,Guillermo FernÃ¡ndez Romo,,3487525
26145,,3,Joe Hamill,,3487675
1074,,0,Keith Hill,,3491223
3820,,1,Nigel Clough,,3491232
49189,,1,James Orr,,3497515
20746,,1,Jack Lynch,,3497522
2575,,1,Danny Lennon,,3539332
8780,,0,Liam Buckley,,3583502
6170,,3,Mikkjal Thomassen,,3583504
8671,,1,Thomas Brdaric,,3583509
13467,,0,Jeff Saibene,,3583560
4529,,0,Antal NÃ©meth,,3584517
1918,,0,Zekirija Ramadani,,3590097
133,9,2,Henk de Jong,SC Cambuur Leeuwarden,3597877
317,6,1,Ron Jans,Twente Enschede FC,3597885
610,2,2,Erik ten Hag,Ajax Amsterdam,3597927
1435,13,1,Kees van Wonderen,Go Ahead Eagles,3598040
317,4,1,Ron Jans,Twente Enschede FC,3598046
1090,5,1,Pascal Jansen,AZ Alkmaar,3598062
2727,17,0,Marc Brys,Oud-Heverlee Leuven,3598101
520,14,4,Yves Vanderhaeghe,Cercle Brugge,3598125
2727,12,1,Marc Brys,Oud-Heverlee Leuven,3598141
157,14,0,Hein Vanhaezebrouck,KAA Gent,3598201
41274,18,2,Javier Torrente,Beerschot V.A.,3598209
2861,14,0,Yves Vanderhaeghe,KV Oostende,3598272
1096,3,1,Brian Priske,Royal Antwerp FC,3598323
1245,16,0,Michael Valkanis,KAS Eupen,3598353
18303,9,0,Yuriy Gura,FK Oleksandriya,3602182
49364,11,0,Sergiy Lavrynenko,Ingulets Petrove,3602223
338,1,4,Mircea Lucescu,Dynamo Kyiv,3602261
2740,4,2,Yuriy Maksymov,Vorskla Poltava,3602285
49364,15,2,Sergiy Lavrynenko,Ingulets Petrove,3602287
932,4,1,Marko Nikolic,Lokomotiv Moscow,3602420
11127,16,0,Igor Shalimov,Ural Yekaterinburg,3602430
41231,5,0,Vladimir Fedotov,FC Sochi,3602438
28095,14,1,Aleksey Stukalov,FK Ufa,3602459
1083,14,2,Yuri Semin,FK Rostov,3602462
49702,10,0,Aleksandr Kerzhakov,FC Pari Nizhniy Novgorod,3602488
2698,8,1,Leonid Slutski,Rubin Kazan,3602501
2410,5,1,Aleksey Berezutski,CSKA Moscow,3602515
232,9,0,Rui VitÃ³ria,Spartak Moscow,3602549
3719,16,1,Sergey Yuran,FK Khimki,3602581
3719,12,0,Sergey Yuran,FK Khimki,3602622
3725,8,1,Andrey Talalaev,Akhmat Grozny,3602627
121,2,3,Sandro Schwarz,Dynamo Moscow,3602633
1083,9,0,Valeriy Karpin,FK Rostov,3602640
371,6,0,Ange Postecoglou,Celtic FC,3603099
2578,8,0,Callum Davidson,St. Johnstone FC,3603100
124,2,1,Giovanni van Bronckhorst,Rangers FC,3603102
371,2,0,Ange Postecoglou,Celtic FC,3603118
124,1,2,Steven Gerrard,Rangers FC,3603123
465,7,1,Jim Goodwin,St. Mirren FC,3603146
2578,11,0,Callum Davidson,St. Johnstone FC,3603150
371,2,2,Ange Postecoglou,Celtic FC,3603162
465,8,0,Jim Goodwin,St. Mirren FC,3603175
16795,15,0,Robert Moreno,Granada CF,3605046
131,4,1,Ronald Koeman,FC Barcelona,3605049
1050,9,0,Unai Emery,Villarreal CF,3605054
2687,16,0,Ãlvaro Cervera,CÃ¡diz CF,3605308
1049,12,1,Pepe BordalÃ¡s,Valencia CF,3607522
13,7,2,Diego Simeone,AtlÃ©tico de Madrid,3607527
1108,16,1,Javier Calleja,Deportivo AlavÃ©s,3607532
150,3,2,Manuel Pellegrini,Real Betis BalompiÃ©,3607599
2687,19,0,Ãlvaro Cervera,CÃ¡diz CF,3607623
331,11,2,Jagoba Arrasate,CA Osasuna,3610292
1108,18,2,JosÃ© Luis Mendilibar,Deportivo AlavÃ©s,3610373
237,18,0,Luis GarcÃ­a,RCD Mallorca,3610562
331,10,1,Jagoba Arrasate,CA Osasuna,3610571
1050,7,0,Unai Emery,Villarreal CF,3610575
449,1,5,Abdullah Avci,Trabzonspor,3612836
6890,19,1,Aykut Kocaman,Basaksehir FK,3612849
6890,18,0,Aykut Kocaman,Basaksehir FK,3612883
11688,20,1,Hakan Keles,Giresunspor,3612890
3205,8,1,Hikmet Karaman,Kayserispor,3612893
10484,19,0,Hakan Kutlu,Kasimpasa,3612944
449,1,2,Abdullah Avci,Trabzonspor,3612964
2293,2,4,Ilhan Palut,Konyaspor,3612984
589,14,0,Nuri Sahin,Antalyaspor,3613000
19789,18,0,Marius Sumudica,Yeni Malatyaspor,3613002
2381,12,0,Riza Calimbay,Sivasspor,3613018
19789,20,0,Marius Sumudica,Yeni Malatyaspor,3613026
11688,14,1,Hakan Keles,Giresunspor,3613043
36,2,6,Ismail Kartal,Fenerbahce,3613170
141,13,0,DomÃ¨nec Torrent,Galatasaray,3613186
11282,5,1,Francesco Farioli,Alanyaspor,3613207
252,20,0,Davide Ballardini,Genoa CFC,3614509
1390,19,2,Walter Mazzarri,Cagliari Calcio,3614525
410,13,3,Luca Gotti,Udinese Calcio,3614590
506,8,1,Massimiliano Allegri,Juventus FC,3614592
5,2,1,Stefano Pioli,AC Milan,3614706
398,6,1,Maurizio Sarri,SS Lazio,3614732
800,4,0,Gian Piero Gasperini,Atalanta BC,3614753
1390,17,2,Walter Mazzarri,Cagliari Calcio,3614758
416,10,1,Ivan Juric,Torino FC,3614782
398,6,1,Maurizio Sarri,SS Lazio,3614786
506,4,3,Massimiliano Allegri,Juventus FC,3614814
416,11,0,Ivan Juric,Torino FC,3614821
430,8,1,Vincenzo Italiano,ACF Fiorentina,3614822
398,7,0,Maurizio Sarri,SS Lazio,3614825
276,9,2,Igor Tudor,Hellas Verona,3614858
12,5,1,JosÃ© Mourinho,AS Roma,3614864
6195,3,1,Luciano Spalletti,SSC Napoli,3614896
46,2,3,Simone Inzaghi,Inter Milan,3614899
294,1,1,Jorge Jesus,SL Benfica,3621436
2423,16,1,Clemente,CD Santa Clara,3621466
2457,18,0,Franclim Carvalho,B SAD,3621469
8024,10,1,Armando Evangelista,FC Arouca,3621485
2503,11,2,Petit,Boavista FC,3621625
6912,14,1,Ãlvaro Pacheco,FC Vizela,3621631
6912,13,3,Ãlvaro Pacheco,FC Vizela,3621649
3690,,2,Sergey Yuran,SKA Khabarovsk,3628153
162,,2,Niko Kovac,AS Monaco,3643355
5724,,1,Thomas Thomasberg,Randers FC,3646067
3725,,3,Andrey Talalaev,Akhmat Grozny,3646616
800,,2,Gian Piero Gasperini,Atalanta BC,3651032
964,,0,Sergey Semak,Zenit St. Petersburg,3651035
31,,3,JÃ¼rgen Klopp,Liverpool FC,3651079
338,,0,Mircea Lucescu,Dynamo Kyiv,3651085
131,,0,Xavi,FC Barcelona,3651134
1041,,2,Peter Bosz,Olympique Lyon,3651676
6195,,2,Luciano Spalletti,SSC Napoli,3651680
441,14,1,Giannis Petrakis,Apollon Smyrnis,3661860
2671,4,0,Iraklis Metaxas,PAS Giannina,3661864
441,14,0,Gianluca Festa,Apollon Smyrnis,3661874
1053,,1,MartÃ­ Cifuentes,Aalborg BK,3666972
18303,,5,Yuriy Gura,FK Oleksandriya,3668170
10690,,2,Viktor Skrypnyk,Zorya Lugansk,3668174
3060,13,0,Georgios Paraschos,Atromitos Athens,3673440
6418,12,1,Giannis Anastasiou,Panetolikos GFS,3673452
3060,14,2,Georgios Paraschos,Atromitos Athens,3673466
2441,2,0,Argirios Giannikis,AEK Athens,3673528
605,3,0,Apostolos Mantzios,Aris Thessaloniki,3673532
683,1,3,Pedro Martins,Olympiacos Piraeus,3673537
192,,0,Jurgen Streppel,Roda JC Kerkrade,3690084
3714,,4,Vadim Garanin,Enisey Krasnoyarsk,3693535
